ID,School Name,Race,Number
17K745,Brooklyn Institute for Liberal Arts,White,1
17K751,Academy for Health Careers,White,3
18K563,It Takes a Village Academy,White,6
18K566,Brooklyn Generation School,White,4
18K567,Brooklyn Theatre Arts High School,White,7
18K569,Kurt Hahn Expeditionary Learning School,White,1
18K576,Victory Collegiate High School,White,4
18K589,Arts & Media Preparatory Academy,White,4
18K617,High School for Innovation in Advertising and Medi,White,8
18K629,Cultural Academy for the Arts and Sciences,White,2
18K633,High School for Medical Professions,White,1
18K637,Academy for Conservation and the Environment,White,4
18K642,Urban Action Academy,White,13
19K404,Academy for Young Writers,White,7
19K409,East New York Family Academy,White,2
19K502,FDNY High School for Fire and Life Safety,White,6
19K504,High School for Civil Rights,White,6
19K507,Performing Arts and Technology High School,White,2
19K510,World Academy for Total Community Health High Scho,White,4
19K583,Multicultural High School,White,1
19K615,Transit Tech Career and Technical Education High S,White,14
19K618,Academy of Innovative Technology,White,5
19K639,Brooklyn Lab School,White,3
19K659,Cypress Hills Collegiate Preparatory School,White,11
19K660,W. H. Maxwell Career and Technical Education High,White,3
19K683,"The School for Classics: An Academy of Thinkers, W",White,13
19K764,The Urban Assembly School for Collaborative Health,White,3
20K445,New Utrecht High School,White,960
20K485,High School of  Telecommunication Arts and Technol,White,217
20K490,Fort Hamilton High School,White,1491
20K505,Franklin Delano Roosevelt High School,White,599
20K609,Urban Assembly School for Criminal Justice,White,74
21K337,International High School at Lafayette,White,92
21K344,Rachel Carson High School for Coastal Studies,White,244
21K348,High School of Sports Management,White,16
21K410,Abraham Lincoln High School,White,471
21K468,Kingsborough Early College School,White,240
21K525,Edward R. Murrow High School,White,1059
21K540,John Dewey High School,White,275
21K559,Life Academy High School for Film and Music,White,37
21K572,Expeditionary Learning School for Community Leader,White,63
21K620,William E. Grady Career and Technical Education Hi,White,39
21K690,Brooklyn Studio Secondary School,White,480
22K405,Midwood High School,White,882
22K425,James Madison High School,White,1368
22K495,Sheepshead Bay High School,White,75
22K535,Leon M. Goldstein High School for the Sciences,White,639
22K555,Brooklyn College Academy,White,28
22K611,Origins High School,White,48
23K493,Brooklyn Collegiate: A College Board School,White,1
23K514,Frederick Douglass Academy VII High School,White,1
23K644,Eagle Academy for Young Men II,White,11
23K697,Teachers Preparatory High School,White,2
24Q236,International High School for Health Sciences,White,14
24Q264,Academy of Finance and  Enterprise,White,73
24Q267,High School of Applied Communication,White,57
24Q293,Civic Leadership Academy,White,27
24Q296,Pan American International High School,White,0
24Q299,Bard High School Early College Queens,White,215
24Q455,Newtown High School,White,83
24Q485,Grover Cleveland High School,White,345
24Q520,Middle College High School at LaGuardia Community,White,36
24Q530,International High School at LaGuardia Community C,White,66
24Q550,High School for Arts and Business,White,36
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",White,66
24Q585,Maspeth High School,White,348
24Q600,Queens Vocational and Technical High School,White,113
24Q610,Aviation Career & Technical Education High School,White,238
25Q240,Veritas Academy,White,35
25Q241,Queens High School for Language Studies,White,5
25Q252,"Queens School of Inquiry, The",White,107
25Q263,Flushing International High School,White,11
25Q281,East-West School of International Studies,White,35
25Q285,World Journalism Preparatory: A College Board Scho,White,307
25Q425,John Bowne High School,White,165
25Q460,Flushing High School,White,81
25Q525,Townsend Harris High School,White,248
25Q670,Robert F. Kennedy Community High School,White,128
26Q315,Business Technology Early College High School,White,9
26Q415,Benjamin N. Cardozo High School,White,522
26Q430,Francis Lewis High School,White,622
26Q435,Martin Van Buren High School,White,63
26Q495,Bayside High School,White,604
26Q566,"Queens High School of Teaching, Liberal Arts and t",White,94
27Q260,Frederick Douglass Academy VI High School,White,3
27Q262,Channel View School for Research,White,73
27Q302,"Queens High School for Information, Research, and",White,8
27Q308,Robert H. Goddard High School of Communication Art,White,106
27Q309,Academy of Medical Technology: A College Board Sch,White,17
27Q314,Epic High School - South,White,6
27Q323,Scholars' Academy,White,452
27Q324,Rockaway Park High School for Environmental Sustai,White,54
27Q334,Epic High School - North,White,5
27Q351,Rockaway Collegiate High School,White,15
27Q400,August Martin High School,White,10
27Q475,Richmond Hill High School,White,117
27Q480,John Adams High School,White,76
27Q650,"High School for Construction Trades, Engineering a",White,118
28Q157,J.H.S. 157 Stephen A. Halsey,White,482
28Q167,Metropolitan Expeditionary Learning School,White,198
28Q284,York Early College Academy,White,7
28Q310,Queens Collegiate: A College Board School,White,27
28Q325,Hillside Arts & Letters Academy,White,14
28Q328,High School for Community Leadership,White,19
28Q350,Jamaica Gateway to the Sciences,White,12
28Q440,Forest Hills High School,White,1152
28Q505,Hillcrest High School,White,125
28Q620,Thomas A. Edison Career and Technical Education Hi,White,88
28Q680,Queens Gateway to Health Sciences Secondary School,White,23
28Q686,QUEENS METROPOLITAN HIGH SCHOOL,White,369
28Q687,Queens High School for the Sciences at York Colleg,White,26
28Q690,High School for Law Enforcement and Public Safety,White,11
28Q896,"Young Women's Leadership School, Queens",White,11
29Q243,Institute for Health Professions at Cambria Height,White,2
29Q248,Queens Preparatory Academy,White,5
29Q259,Pathways College Preparatory School: A College Boa,White,8
29Q265,Excelsior Preparatory High School,White,6
29Q272,George Washington Carver High School for the Scien,White,9
29Q283,Preparatory Academy for Writers: A College Board S,White,13
29Q313,Benjamin Franklin High School for Finance & Inform,White,2
29Q326,Cambria Heights Academy,White,8
29Q327,Eagle Academy for Young Men III,White,8
29Q492,"Mathematics, Science Research and Technology Magne",White,7
29Q494,"Law, Government and Community Service High School",White,1
29Q496,"Business, Computer Applications & Entrepreneurship",White,2
29Q498,Humanities & Arts Magnet High School,White,6
30Q258,Energy Tech High School,White,36
30Q286,"Young Women's Leadership School, Astoria",White,112
30Q301,Academy for Careers in Television and Film,White,107
30Q445,William Cullen Bryant High School,White,402
30Q450,Long Island City High School,White,191
30Q501,Frank Sinatra School of the Arts High School,White,313
30Q502,Information Technology High School,White,91
30Q555,Newcomers High School,White,62
30Q575,Academy of American Studies,White,247
30Q580,Baccalaureate School for Global Education,White,165
31R047,CSI High School for International Studies,White,289
31R064,Gaynor McCown Expeditionary Learning School,White,295
31R080,The Michael J. Petrides School,White,661
31R440,New Dorp High School,White,1446
31R445,Port Richmond High School,White,353
31R450,Curtis High School,White,442
31R455,Tottenville High School,White,3182
31R460,Susan E. Wagner High School,White,1604
31R600,Ralph R. McKee Career and Technical Education High,White,123
31R605,Staten Island Technical High School,White,651
32K168,The Brooklyn School for Math and Research,White,11
32K403,Academy for Environmental Leadership,White,5
32K545,EBC High School for Public Service - Bushwick,White,1
32K549,Bushwick School for Social Justice,White,10
32K552,Academy of Urban Planning,White,2
32K554,All City Leadership Secondary School,White,6
32K556,Bushwick Leaders High School for Academic Excellen,White,1
84K355,Williamsburg Collegiate Charter School,White,10
84K356,Achievement First Crown Heights Charter School,White,0
84K357,KIPP AMP Charter School,White,3
84K358,Achievement First East New York Charter School,White,0
84K359,The Uft Charter School,White,0
84K473,Williamsburg Charter High School,White,14
84K508,Achievement First Endeavor Charter School,White,0
84K538,Achievement First Bushwick Charter School,White,0
84K593,Excellence Boys Charter School,White,0
84K608,Kings Collegiate Charter School,White,0
84K648,Bedford Stuyvesant Collegiate -Uncommon Collegiate,White,0
84K693,Northside Charter High School,White,24
84K707,Brooklyn Prospect Charter School,White,227
84K710,Brownsville Collegiate Charter School,White,0
84K730,Summit Academy Charter School,White,13
84K733,"Math, Engineering, and Science Academy Charter Hig",White,6
84K738,New Visions Charter High School for Advanced Math,White,4
84K739,New Visions Charter High School for the Humanities,White,3
84K744,Coney Island Preparatory Public Charter School,White,57
84K777,Ocean Hill Collegiate Charter School,White,0
84K780,Brooklyn East Collegiate Charter School,White,0
84M279,The Opportunity Charter School,White,4
84M284,Harlem Children's Zone Promise Academy 1 Charter S,White,5
84M335,Harlem Village Academy Leadership Charter School,White,0
84M336,KIPP Infinity Charter School,White,10
84M341,Harlem Children's Zone Promise Academy II Charter,White,0
84M350,Democracy Prep Charter School,White,6
84M353,New Heights Academy Charter School,White,0
84M433,Renaissance Charter High School for Innovation,White,4
84M481,Democracy Prep Harlem Charter School,White,4
84M709,Harlem Village Academy Charter School,White,0
84M726,KIPP STAR College Prep Charter School,White,6
84Q705,Renaissance Charter School,White,61
84R067,John W. Lavelle Preparatory Charter School,White,51
84X185,Bronx Lighthouse Charter School,White,0
84X202,New Visions Charter High School for Advanced Math,White,2
84X208,New Visions Charter High School for the Humanities,White,2
84X345,Hyde Leadership Charter School,White,4
84X347,International Leadership Charter High School,White,4
84X393,University Prep Charter High School,White,0
84X395,"NYC Charter High School for Architecture, Engineer",White,1
84X482,Dr. Richard Izquierdo Health and Science Charter S,White,0
84X488,The Equality Charter School,White,0
84X539,New Visions Charter High School for Advanced Math,White,5
84X553,New Visions Charter High School for the Humanities,White,4
84X703,Bronx Preparatory Charter School,White,2
84X704,KIPP Academy Charter School,White,0
