ID,School Name,Race,Number
07X259,"H.E.R.O. High (Health, Education, and Research Occ",Black,82
07X334,International Community High School,Black,65
07X427,Community School for Social Justice,Black,96
07X473,Mott Haven Village Preparatory High School,Black,92
07X495,University Heights Secondary School,Black,146
07X500,Hostos-Lincoln Academy of Science,Black,122
07X520,Foreign Language Academy of Global Studies,Black,39
07X522,Bronx Design and Construction Academy,Black,135
07X527,Bronx Leadership Academy II High School,Black,160
07X547,New Explorers High School,Black,149
07X548,Urban Assembly School for Careers in Sports,Black,168
07X551,The Urban Assembly Bronx Academy of Letters,Black,180
07X600,Alfred E. Smith Career and Technical Education Hig,Black,109
07X655,Samuel Gompers Career and Technical Education High,Black,25
07X670,Health Opportunities High School,Black,200
08X269,Bronx Studio School for Writers and Artists,Black,115
08X282,Women's Academy of Excellence,Black,173
08X293,Renaissance High School for Musical Theater & Tech,Black,124
08X295,Gateway School for Environmental Research and Tech,Black,22
08X305,Pablo Neruda Academy,Black,82
08X312,Millennium Art Academy,Black,146
08X320,Pelham Lab High School,Black,70
08X332,Holcombe L. Rucker School of Community Research,Black,102
08X348,Schuylerville Preparatory High School,Black,39
08X349,Bronx River High School,Black,61
08X367,"Archimedes Academy for Math, Science and Technolog",Black,197
08X376,Antonia Pantoja Preparatory Academy: A College Boa,Black,118
08X405,Herbert H. Lehman High School,Black,362
08X432,BRONX BRIDGES HIGH SCHOOL,Black,22
08X452,Bronx Guild,Black,105
08X519,Felisa Rincon de Gautier Institute for Law and Pub,Black,78
08X530,Banana Kelly High School,Black,121
08X558,Westchester Square Academy,Black,106
08X559,School for Tourism and Hospitality,Black,85
08X561,Bronx Compass High School,Black,115
08X650,Jane Addams High School for Academic Careers,Black,48
09X227,Bronx Collegiate Academy,Black,109
09X231,Eagle Academy for Young Men,Black,369
09X241,Urban Assembly School for Applied Math and Science,Black,204
09X250,Eximius College Preparatory Academy: A College Boa,Black,203
09X252,Mott Hall Bronx High School,Black,81
09X260,Bronx Center for Science and Mathematics,Black,116
09X263,Validus Preparatory Academy: An Expeditionary Lear,Black,101
09X276,Leadership Institute,Black,71
09X297,Morris Academy for Collaborative Studies,Black,124
09X324,Bronx Early College Academy for Teaching & Learnin,Black,144
09X327,Comprehensive Model School Project M.S. 327,Black,146
09X329,DreamYard Preparatory School,Black,113
09X365,Academy for Language and Technology,Black,1
09X403,Bronx International High School,Black,82
09X404,School for Excellence,Black,112
09X412,Bronx High School of Business,Black,113
09X413,Bronx High School for Medical Science,Black,173
09X414,Jonathan Levin High School for Media and Communica,Black,33
09X505,"Bronx School for Law, Government and Justice",Black,180
09X517,Frederick Douglass Academy III Secondary School,Black,215
09X525,Bronx Leadership Academy High School,Black,245
09X543,High School for Violin and Dance,Black,131
09X564,Claremont International HS,Black,53
10X141,Riverdale / Kingsbridge Academy (Middle School / H,Black,170
10X213,Bronx Engineering and Technology Academy,Black,143
10X225,Theatre Arts Production Company School,Black,185
10X237,"The Marie Curie School for Medicine, Nursing, and",Black,208
10X243,West Bronx Academy for the Future,Black,126
10X264,Bronx Academy for Software Engineering (BASE),Black,65
10X268,Kingsbridge International High School,Black,24
10X284,Bronx School of Law and Finance,Black,129
10X342,International School for Liberal Arts,Black,0
10X351,Bronx Collaborative High School,Black,66
10X353,World View High School,Black,48
10X368,In-Tech Academy (M.S. / High School 368),Black,110
10X374,Knowledge and Power Preparatory Academy Internatio,Black,157
10X433,High School for Teaching and the Professions,Black,99
10X434,Belmont Preparatory High School,Black,125
10X437,Fordham High School for the Arts,Black,124
10X438,Fordham Leadership Academy for Business and Techno,Black,121
10X439,Bronx High School for Law and Community Service,Black,97
10X440,DeWitt Clinton High School,Black,666
10X442,"Celia Cruz Bronx High School of Music, The",Black,109
10X445,Bronx High School of Science,Black,78
10X477,Marble Hill High School for International Studies,Black,110
10X524,Crotona International High School,Black,35
10X546,Bronx Theatre High School,Black,129
10X549,Discovery High School,Black,92
10X565,High School for Energy and Technology,Black,83
10X660,Grace Dodge Career and Technical Education High Sc,Black,38
10X696,High School of American Studies at Lehman College,Black,15
11X249,Bronx Health Sciences High School,Black,194
11X253,Bronx High School for Writing and Communication Ar,Black,175
11X265,Bronx Lab School,Black,188
11X270,Academy for Scholarship and Entrepreneurship: A Co,Black,236
11X275,High School of Computers and Technology,Black,195
11X288,Collegiate Institute for Math and Science,Black,232
11X290,Bronx Academy of Health Careers,Black,208
11X299,Astor Collegiate Academy,Black,159
11X418,Bronx High School for the Visual Arts,Black,132
11X455,Harry S Truman High School,Black,1062
11X508,Bronxdale High School,Black,123
11X509,High School of Language and Innovation,Black,42
11X513,New World High School,Black,38
11X514,The Bronxwood Preparatory Academy,Black,262
11X542,Pelham Preparatory Academy,Black,174
11X544,High School for Contemporary Arts,Black,188
11X545,Bronx Aerospace High School,Black,126
12X242,Mott Hall V,Black,149
12X248,"Metropolitan High School, The",Black,70
12X251,Explorations Academy,Black,97
12X267,Bronx Latin,Black,116
12X271,East Bronx Academy for the Future,Black,157
12X278,Peace and Diversity Academy,Black,75
12X372,Urban Assembly School for Wildlife Conservation,Black,144
12X388,Pan American International High School at Monroe,Black,0
12X478,THE CINEMA SCHOOL,Black,74
12X479,Bronx Career and College Preparatory High School,Black,135
12X511,Bronx Envision Academy,Black,122
12X521,The Metropolitan Soundview High School,Black,109
12X550,High School of World Cultures,Black,34
12X682,Fannie Lou Hamer Freedom High School,Black,134
12X684,Wings Academy,Black,293
12X692,Monroe Academy for Visual Arts & Design,Black,80
13K265,Dr. Susan S. McKinney Secondary School of the Arts,Black,307
13K350,Urban Assembly High School of Music and Art,Black,300
13K412,"Brooklyn Community High School of Communication, A",Black,317
13K419,"Science Skills Center High School for Science, Tec",Black,372
13K430,Brooklyn Technical High School,Black,419
13K439,Brooklyn International High School,Black,61
13K483,The Urban Assembly School for Law and Justice,Black,320
13K499,ACORN Community High School,Black,421
13K527,Urban Assembly Institute of Math and Science for Y,Black,346
13K595,Bedford Academy High School,Black,308
13K605,George Westinghouse Career and Technical Education,Black,472
13K670,Benjamin Banneker Academy,Black,791
13K674,"City Polytechnic High School of Engineering, Archi",Black,319
14K071,Juan Morel Campos Secondary School,Black,94
14K322,Foundations Academy,Black,76
14K449,"Brooklyn Latin School, The",Black,131
14K454,Green School: An Academy for Environmental Careers,Black,105
14K474,PROGRESS High School for Professional Careers,Black,385
14K477,School for Legal Studies,Black,274
14K478,"The High School for Enterprise, Business and Techn",Black,361
14K488,Brooklyn Preparatory High School,Black,270
14K558,Williamsburg High School for Architecture and Desi,Black,188
14K561,Williamsburg Preparatory School,Black,112
14K586,Lyons Community School,Black,207
14K610,Automotive High School,Black,214
14K614,Young Women's Leadership School of Brooklyn,Black,242
14K632,Frances Perkins Academy,Black,89
14K685,El Puente Academy for Peace and Justice,Black,29
15K429,Brooklyn School for Global Studies,Black,137
15K448,Brooklyn Secondary School for Collaborative Studie,Black,264
15K462,Secondary School for Law,Black,233
15K463,Secondary School for Journalism,Black,133
15K464,Park Slope Collegiate,Black,196
15K497,School for International Studies,Black,223
15K519,Cobble Hill School of American Studies,Black,380
15K592,Khalil Gibran International Academy,Black,84
15K656,Brooklyn High School of the Arts,Black,612
15K667,Sunset Park High School,Black,113
15K684,Millennium Brooklyn HS,Black,147
16K393,Frederick Douglass Academy IV Secondary School,Black,76
16K455,Boys and Girls High School,Black,565
16K498,Brooklyn High School for Law and Technology,Black,424
16K594,Gotham Professional Arts Academy,Black,185
16K688,The Brooklyn Academy of Global Finance,Black,109
16K765,Nelson Mandela High School,Black,107
17K122,Pathways in Technology Early College High School (,Black,375
17K382,Academy for College Preparation and Career Explora,Black,427
17K408,Academy of Hospitality and Tourism,Black,241
17K524,International High School at Prospect Heights,Black,120
17K528,The High School for Global Citizenship,Black,202
17K531,"School for Human Rights, The",Black,385
17K533,School for Democracy and  Leadership,Black,279
17K537,High School for Youth and Community Development at,Black,328
17K539,High School for Service & Learning at Erasmus,Black,367
17K543,"Science, Technology and Research Early College Hig",Black,449
17K544,International Arts Business School,Black,9
17K546,High School for Public Service: Heroes  of Tomorro,Black,344
17K547,Brooklyn Academy of Science and the Environment,Black,363
17K548,Brooklyn School for Music & Theatre,Black,319
17K590,Medgar Evers College Preparatory School,Black,1155
17K600,Clara Barton High School,Black,1342
17K745,Brooklyn Institute for Liberal Arts,Black,238
17K751,Academy for Health Careers,Black,319
18K563,It Takes a Village Academy,Black,511
18K566,Brooklyn Generation School,Black,243
18K567,Brooklyn Theatre Arts High School,Black,324
18K569,Kurt Hahn Expeditionary Learning School,Black,311
18K576,Victory Collegiate High School,Black,294
18K589,Arts & Media Preparatory Academy,Black,231
18K617,High School for Innovation in Advertising and Medi,Black,260
18K629,Cultural Academy for the Arts and Sciences,Black,319
18K633,High School for Medical Professions,Black,354
18K637,Academy for Conservation and the Environment,Black,265
18K642,Urban Action Academy,Black,244
19K404,Academy for Young Writers,Black,400
19K409,East New York Family Academy,Black,324
19K502,FDNY High School for Fire and Life Safety,Black,232
19K504,High School for Civil Rights,Black,236
19K507,Performing Arts and Technology High School,Black,328
19K510,World Academy for Total Community Health High Scho,Black,215
19K583,Multicultural High School,Black,0
19K615,Transit Tech Career and Technical Education High S,Black,695
19K618,Academy of Innovative Technology,Black,188
19K639,Brooklyn Lab School,Black,119
19K659,Cypress Hills Collegiate Preparatory School,Black,65
19K660,W. H. Maxwell Career and Technical Education High,Black,352
19K683,"The School for Classics: An Academy of Thinkers, W",Black,187
19K764,The Urban Assembly School for Collaborative Health,Black,25
20K445,New Utrecht High School,Black,139
20K485,High School of  Telecommunication Arts and Technol,Black,102
20K490,Fort Hamilton High School,Black,197
20K505,Franklin Delano Roosevelt High School,Black,370
20K609,Urban Assembly School for Criminal Justice,Black,87
21K337,International High School at Lafayette,Black,31
21K344,Rachel Carson High School for Coastal Studies,Black,126
21K348,High School of Sports Management,Black,210
21K410,Abraham Lincoln High School,Black,932
21K468,Kingsborough Early College School,Black,145
21K525,Edward R. Murrow High School,Black,897
21K540,John Dewey High School,Black,574
21K559,Life Academy High School for Film and Music,Black,140
21K572,Expeditionary Learning School for Community Leader,Black,47
21K620,William E. Grady Career and Technical Education Hi,Black,421
21K690,Brooklyn Studio Secondary School,Black,46
22K405,Midwood High School,Black,1129
22K425,James Madison High School,Black,537
22K495,Sheepshead Bay High School,Black,294
22K535,Leon M. Goldstein High School for the Sciences,Black,110
22K555,Brooklyn College Academy,Black,437
22K611,Origins High School,Black,90
23K493,Brooklyn Collegiate: A College Board School,Black,309
23K514,Frederick Douglass Academy VII High School,Black,281
23K644,Eagle Academy for Young Men II,Black,491
23K697,Teachers Preparatory High School,Black,324
24Q236,International High School for Health Sciences,Black,9
24Q264,Academy of Finance and  Enterprise,Black,34
24Q267,High School of Applied Communication,Black,53
24Q293,Civic Leadership Academy,Black,38
24Q296,Pan American International High School,Black,0
24Q299,Bard High School Early College Queens,Black,71
24Q455,Newtown High School,Black,159
24Q485,Grover Cleveland High School,Black,82
24Q520,Middle College High School at LaGuardia Community,Black,24
24Q530,International High School at LaGuardia Community C,Black,13
24Q550,High School for Arts and Business,Black,68
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",Black,30
24Q585,Maspeth High School,Black,19
24Q600,Queens Vocational and Technical High School,Black,90
24Q610,Aviation Career & Technical Education High School,Black,137
25Q240,Veritas Academy,Black,38
25Q241,Queens High School for Language Studies,Black,21
25Q252,"Queens School of Inquiry, The",Black,109
25Q263,Flushing International High School,Black,11
25Q281,East-West School of International Studies,Black,99
25Q285,World Journalism Preparatory: A College Board Scho,Black,56
25Q425,John Bowne High School,Black,675
25Q460,Flushing High School,Black,518
25Q525,Townsend Harris High School,Black,71
25Q670,Robert F. Kennedy Community High School,Black,91
26Q315,Business Technology Early College High School,Black,36
26Q415,Benjamin N. Cardozo High School,Black,712
26Q430,Francis Lewis High School,Black,309
26Q435,Martin Van Buren High School,Black,918
26Q495,Bayside High School,Black,434
26Q566,"Queens High School of Teaching, Liberal Arts and t",Black,539
27Q260,Frederick Douglass Academy VI High School,Black,244
27Q262,Channel View School for Research,Black,363
27Q302,"Queens High School for Information, Research, and",Black,187
27Q308,Robert H. Goddard High School of Communication Art,Black,44
27Q309,Academy of Medical Technology: A College Board Sch,Black,319
27Q314,Epic High School - South,Black,28
27Q323,Scholars' Academy,Black,296
27Q324,Rockaway Park High School for Environmental Sustai,Black,172
27Q334,Epic High School - North,Black,20
27Q351,Rockaway Collegiate High School,Black,209
27Q400,August Martin High School,Black,512
27Q475,Richmond Hill High School,Black,296
27Q480,John Adams High School,Black,630
27Q650,"High School for Construction Trades, Engineering a",Black,103
28Q157,J.H.S. 157 Stephen A. Halsey,Black,440
28Q167,Metropolitan Expeditionary Learning School,Black,119
28Q284,York Early College Academy,Black,354
28Q310,Queens Collegiate: A College Board School,Black,353
28Q325,Hillside Arts & Letters Academy,Black,175
28Q328,High School for Community Leadership,Black,177
28Q350,Jamaica Gateway to the Sciences,Black,220
28Q440,Forest Hills High School,Black,369
28Q505,Hillcrest High School,Black,996
28Q620,Thomas A. Edison Career and Technical Education Hi,Black,438
28Q680,Queens Gateway to Health Sciences Secondary School,Black,298
28Q686,QUEENS METROPOLITAN HIGH SCHOOL,Black,43
28Q687,Queens High School for the Sciences at York Colleg,Black,30
28Q690,High School for Law Enforcement and Public Safety,Black,401
28Q896,"Young Women's Leadership School, Queens",Black,265
29Q243,Institute for Health Professions at Cambria Height,Black,147
29Q248,Queens Preparatory Academy,Black,397
29Q259,Pathways College Preparatory School: A College Boa,Black,537
29Q265,Excelsior Preparatory High School,Black,406
29Q272,George Washington Carver High School for the Scien,Black,385
29Q283,Preparatory Academy for Writers: A College Board S,Black,447
29Q313,Benjamin Franklin High School for Finance & Inform,Black,80
29Q326,Cambria Heights Academy,Black,294
29Q327,Eagle Academy for Young Men III,Black,369
29Q492,"Mathematics, Science Research and Technology Magne",Black,313
29Q494,"Law, Government and Community Service High School",Black,107
29Q496,"Business, Computer Applications & Entrepreneurship",Black,73
29Q498,Humanities & Arts Magnet High School,Black,425
30Q258,Energy Tech High School,Black,26
30Q286,"Young Women's Leadership School, Astoria",Black,27
30Q301,Academy for Careers in Television and Film,Black,82
30Q445,William Cullen Bryant High School,Black,140
30Q450,Long Island City High School,Black,287
30Q501,Frank Sinatra School of the Arts High School,Black,110
30Q502,Information Technology High School,Black,145
30Q555,Newcomers High School,Black,24
30Q575,Academy of American Studies,Black,64
30Q580,Baccalaureate School for Global Education,Black,12
31R047,CSI High School for International Studies,Black,46
31R064,Gaynor McCown Expeditionary Learning School,Black,66
31R080,The Michael J. Petrides School,Black,296
31R440,New Dorp High School,Black,338
31R445,Port Richmond High School,Black,454
31R450,Curtis High School,Black,960
31R455,Tottenville High School,Black,72
31R460,Susan E. Wagner High School,Black,367
31R600,Ralph R. McKee Career and Technical Education High,Black,192
31R605,Staten Island Technical High School,Black,12
32K168,The Brooklyn School for Math and Research,Black,133
32K403,Academy for Environmental Leadership,Black,66
32K545,EBC High School for Public Service - Bushwick,Black,41
32K549,Bushwick School for Social Justice,Black,83
32K552,Academy of Urban Planning,Black,65
32K554,All City Leadership Secondary School,Black,52
32K556,Bushwick Leaders High School for Academic Excellen,Black,53
84K355,Williamsburg Collegiate Charter School,Black,230
84K356,Achievement First Crown Heights Charter School,Black,908
84K357,KIPP AMP Charter School,Black,472
84K358,Achievement First East New York Charter School,Black,691
84K359,The Uft Charter School,Black,762
84K473,Williamsburg Charter High School,Black,305
84K508,Achievement First Endeavor Charter School,Black,876
84K538,Achievement First Bushwick Charter School,Black,659
84K593,Excellence Boys Charter School,Black,704
84K608,Kings Collegiate Charter School,Black,482
84K648,Bedford Stuyvesant Collegiate -Uncommon Collegiate,Black,376
84K693,Northside Charter High School,Black,102
84K707,Brooklyn Prospect Charter School,Black,176
84K710,Brownsville Collegiate Charter School,Black,352
84K730,Summit Academy Charter School,Black,176
84K733,"Math, Engineering, and Science Academy Charter Hig",Black,42
84K738,New Visions Charter High School for Advanced Math,Black,199
84K739,New Visions Charter High School for the Humanities,Black,200
84K744,Coney Island Preparatory Public Charter School,Black,266
84K777,Ocean Hill Collegiate Charter School,Black,302
84K780,Brooklyn East Collegiate Charter School,Black,296
84M279,The Opportunity Charter School,Black,318
84M284,Harlem Children's Zone Promise Academy 1 Charter S,Black,909
84M335,Harlem Village Academy Leadership Charter School,Black,595
84M336,KIPP Infinity Charter School,Black,306
84M341,Harlem Children's Zone Promise Academy II Charter,Black,755
84M350,Democracy Prep Charter School,Black,514
84M353,New Heights Academy Charter School,Black,44
84M433,Renaissance Charter High School for Innovation,Black,172
84M481,Democracy Prep Harlem Charter School,Black,502
84M709,Harlem Village Academy Charter School,Black,657
84M726,KIPP STAR College Prep Charter School,Black,437
84Q705,Renaissance Charter School,Black,79
84R067,John W. Lavelle Preparatory Charter School,Black,193
84X185,Bronx Lighthouse Charter School,Black,239
84X202,New Visions Charter High School for Advanced Math,Black,173
84X208,New Visions Charter High School for the Humanities,Black,128
84X345,Hyde Leadership Charter School,Black,322
84X347,International Leadership Charter High School,Black,62
84X393,University Prep Charter High School,Black,110
84X395,"NYC Charter High School for Architecture, Engineer",Black,159
84X482,Dr. Richard Izquierdo Health and Science Charter S,Black,182
84X488,The Equality Charter School,Black,272
84X539,New Visions Charter High School for Advanced Math,Black,196
84X553,New Visions Charter High School for the Humanities,Black,172
84X703,Bronx Preparatory Charter School,Black,342
84X704,KIPP Academy Charter School,Black,362
01M292,Henry Street School for International Studies,Hispanic,144
01M448,University Neighborhood High School,Hispanic,125
01M450,East Side Community School,Hispanic,386
01M509,Marta Valle High School,Hispanic,186
01M539,"New Explorations into Science, Technology and Math",Hispanic,312
01M696,Bard High School Early College,Hispanic,102
02M047,47 The American Sign Language and English Secondar,Hispanic,109
02M135,The Urban Assembly School for Emergency Management,Hispanic,120
02M139,Stephen T. Mather Building Arts & Craftsmanship Hi,Hispanic,118
02M280,Manhattan Early College School for Advertising,Hispanic,42
02M282,Urban Assembly Maker Academy,Hispanic,47
02M288,Food and Finance High School,Hispanic,223
02M294,Essex Street Academy,Hispanic,148
02M296,High School of Hospitality Management,Hispanic,302
02M298,Pace High School,Hispanic,192
02M300,"Urban Assembly School of Design and Construction,",Hispanic,245
02M303,"Facing History School, The",Hispanic,274
02M305,"Urban Assembly Academy of Government and Law, The",Hispanic,162
02M308,Lower Manhattan Arts Academy,Hispanic,218
02M316,"Urban Assembly School of Business for Young Women,",Hispanic,159
02M374,Gramercy Arts High School,Hispanic,234
02M376,NYC iSchool,Hispanic,176
02M392,MANHATTAN BUSINESS ACADEMY,Hispanic,272
02M393,BUSINESS OF SPORTS SCHOOL,Hispanic,267
02M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,Hispanic,176
02M400,High School for Environmental Studies,Hispanic,818
02M407,Institute for Collaborative Education,Hispanic,72
02M408,Professional Performing Arts High School,Hispanic,120
02M411,Baruch College Campus High School,Hispanic,67
02M412,N.Y.C. Lab School for Collaborative Studies,Hispanic,91
02M413,School of the Future High School,Hispanic,217
02M414,N.Y.C. Museum School,Hispanic,187
02M416,Eleanor Roosevelt High School,Hispanic,59
02M418,Millennium High School,Hispanic,120
02M419,Landmark High School,Hispanic,243
02M420,High School for Health Professions and Human Servi,Hispanic,847
02M422,Quest to Learn,Hispanic,234
02M425,Leadership and Public Service High School,Hispanic,433
02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,Hispanic,305
02M429,Legacy School for Integrated Studies,Hispanic,12
02M437,Hudson High School of Learning Technologies,Hispanic,287
02M438,International High School at Union Square,Hispanic,160
02M439,Manhattan Village Academy,Hispanic,279
02M449,Vanguard High School,Hispanic,277
02M459,Manhattan International High School,Hispanic,141
02M460,Washington Irving High School,Hispanic,56
02M475,Stuyvesant High School,Hispanic,86
02M489,High School of Economics and Finance,Hispanic,375
02M500,Unity Center for Urban Technologies,Hispanic,167
02M507,Urban Assembly Gateway School for Technology,Hispanic,254
02M519,Talent Unlimited High School,Hispanic,202
02M520,Murry Bergtraum High School for Business Careers,Hispanic,395
02M529,Jacqueline Kennedy Onassis High School,Hispanic,474
02M531,Repertory Company High School for Theatre Arts,Hispanic,124
02M533,Union Square Academy for Health Sciences,Hispanic,181
02M534,Harvest Collegiate High School,Hispanic,174
02M542,Manhattan Bridges High School,Hispanic,529
02M543,New Design High School,Hispanic,251
02M545,High School for Dual Language and Asian Studies,Hispanic,23
02M546,Academy for Software Engineering,Hispanic,158
02M551,Urban Assembly New York Harbor School,Hispanic,231
02M580,Richard R. Green High School of Teaching,Hispanic,333
02M600,The High School of Fashion Industries,Hispanic,952
02M615,Chelsea Career and Technical Education High School,Hispanic,252
02M625,High School of Graphic Communication Arts,Hispanic,202
02M630,Art and Design High School,Hispanic,807
02M655,Life Sciences Secondary School,Hispanic,434
03M283,Manhattan Theatre Lab High School,Hispanic,30
03M299,"High School for Arts, Imagination and Inquiry",Hispanic,263
03M307,"Urban Assembly School for Media Studies, The",Hispanic,238
03M402,The Urban Assembly School for Green Careers,Hispanic,254
03M403,The Global Learning Collaborative,Hispanic,329
03M415,Wadleigh Secondary School for the Performing & Vis,Hispanic,197
03M417,FRANK McCOURT HIGH SCHOOL,Hispanic,155
03M479,Beacon High School,Hispanic,306
03M485,Fiorello H. LaGuardia High School of Music & Art a,Hispanic,511
03M492,"High School for Law, Advocacy and Community Justic",Hispanic,269
03M494,High School of Arts and Technology,Hispanic,352
03M541,Manhattan / Hunter Science High School,Hispanic,171
03M859,Special Music School,Hispanic,35
03M860,Frederick Douglass Academy II Secondary School,Hispanic,108
04M372,ESPERANZA PREPARATORY ACADEMY,Hispanic,421
04M409,Coalition School for Social Change,Hispanic,142
04M435,Manhattan Center for Science and Mathematics,Hispanic,867
04M495,Park East High School,Hispanic,263
04M555,Central Park East High School,Hispanic,295
04M610,Young Women's Leadership School,Hispanic,276
04M680,"Heritage School, The",Hispanic,205
05M157,The Urban Assembly School for Global Commerce,Hispanic,81
05M304,Mott Hall High School,Hispanic,253
05M362,Columbia Secondary School,Hispanic,317
05M367,Academy for Social Action: A College Board School,Hispanic,115
05M369,Urban Assembly School for the Performing Arts,Hispanic,154
05M469,Choir Academy of Harlem,Hispanic,15
05M499,Frederick Douglass Academy,Hispanic,331
05M670,Thurgood Marshall Academy for Learning and Social,Hispanic,110
05M685,Bread & Roses Integrated Arts High School,Hispanic,48
05M692,"High School for Mathematics, Science and Engineeri",Hispanic,102
06M211,Inwood Early College for Health and Information Te,Hispanic,59
06M293,City College Academy of the Arts,Hispanic,552
06M346,Community Health Academy of the Heights,Hispanic,577
06M348,Washington Heights Expeditionary Learning School,Hispanic,668
06M462,The College Academy,Hispanic,438
06M463,High School for Media and Communications,Hispanic,395
06M467,High School for Law and Public Service,Hispanic,542
06M468,High School for Health Careers and Sciences,Hispanic,483
06M540,A. Philip Randolph Campus High School,Hispanic,808
06M552,Gregorio Luperon High School for Science and Mathe,Hispanic,504
07X221,South Bronx Preparatory: A College Board School,Hispanic,460
07X223,M.S. 223 The Laboratory School of Finance and Tech,Hispanic,394
07X259,"H.E.R.O. High (Health, Education, and Research Occ",Hispanic,136
07X334,International Community High School,Hispanic,355
07X427,Community School for Social Justice,Hispanic,218
07X473,Mott Haven Village Preparatory High School,Hispanic,268
07X495,University Heights Secondary School,Hispanic,314
07X500,Hostos-Lincoln Academy of Science,Hispanic,380
07X520,Foreign Language Academy of Global Studies,Hispanic,98
07X522,Bronx Design and Construction Academy,Hispanic,397
07X527,Bronx Leadership Academy II High School,Hispanic,314
07X547,New Explorers High School,Hispanic,321
07X548,Urban Assembly School for Careers in Sports,Hispanic,408
07X551,The Urban Assembly Bronx Academy of Letters,Hispanic,395
07X600,Alfred E. Smith Career and Technical Education Hig,Hispanic,256
07X655,Samuel Gompers Career and Technical Education High,Hispanic,50
07X670,Health Opportunities High School,Hispanic,321
08X269,Bronx Studio School for Writers and Artists,Hispanic,434
08X282,Women's Academy of Excellence,Hispanic,142
08X293,Renaissance High School for Musical Theater & Tech,Hispanic,271
08X295,Gateway School for Environmental Research and Tech,Hispanic,45
08X305,Pablo Neruda Academy,Hispanic,213
08X312,Millennium Art Academy,Hispanic,317
08X320,Pelham Lab High School,Hispanic,111
08X332,Holcombe L. Rucker School of Community Research,Hispanic,129
08X348,Schuylerville Preparatory High School,Hispanic,118
08X349,Bronx River High School,Hispanic,124
08X367,"Archimedes Academy for Math, Science and Technolog",Hispanic,386
08X376,Antonia Pantoja Preparatory Academy: A College Boa,Hispanic,294
08X405,Herbert H. Lehman High School,Hispanic,843
08X432,BRONX BRIDGES HIGH SCHOOL,Hispanic,276
08X452,Bronx Guild,Hispanic,201
08X519,Felisa Rincon de Gautier Institute for Law and Pub,Hispanic,208
08X530,Banana Kelly High School,Hispanic,197
08X558,Westchester Square Academy,Hispanic,224
08X559,School for Tourism and Hospitality,Hispanic,145
08X561,Bronx Compass High School,Hispanic,200
08X650,Jane Addams High School for Academic Careers,Hispanic,94
09X227,Bronx Collegiate Academy,Hispanic,264
09X231,Eagle Academy for Young Men,Hispanic,219
09X241,Urban Assembly School for Applied Math and Science,Hispanic,397
09X250,Eximius College Preparatory Academy: A College Boa,Hispanic,234
09X252,Mott Hall Bronx High School,Hispanic,304
09X260,Bronx Center for Science and Mathematics,Hispanic,301
09X263,Validus Preparatory Academy: An Expeditionary Lear,Hispanic,265
09X276,Leadership Institute,Hispanic,131
09X297,Morris Academy for Collaborative Studies,Hispanic,339
09X324,Bronx Early College Academy for Teaching & Learnin,Hispanic,339
09X327,Comprehensive Model School Project M.S. 327,Hispanic,477
09X329,DreamYard Preparatory School,Hispanic,204
09X365,Academy for Language and Technology,Hispanic,321
09X403,Bronx International High School,Hispanic,303
09X404,School for Excellence,Hispanic,298
09X412,Bronx High School of Business,Hispanic,214
09X413,Bronx High School for Medical Science,Hispanic,252
09X414,Jonathan Levin High School for Media and Communica,Hispanic,123
09X505,"Bronx School for Law, Government and Justice",Hispanic,560
09X517,Frederick Douglass Academy III Secondary School,Hispanic,194
09X525,Bronx Leadership Academy High School,Hispanic,423
09X543,High School for Violin and Dance,Hispanic,248
09X564,Claremont International HS,Hispanic,187
10X141,Riverdale / Kingsbridge Academy (Middle School / H,Hispanic,769
10X213,Bronx Engineering and Technology Academy,Hispanic,233
10X225,Theatre Arts Production Company School,Hispanic,421
10X237,"The Marie Curie School for Medicine, Nursing, and",Hispanic,332
10X243,West Bronx Academy for the Future,Hispanic,431
10X264,Bronx Academy for Software Engineering (BASE),Hispanic,137
10X268,Kingsbridge International High School,Hispanic,396
10X284,Bronx School of Law and Finance,Hispanic,276
10X342,International School for Liberal Arts,Hispanic,558
10X351,Bronx Collaborative High School,Hispanic,139
10X353,World View High School,Hispanic,119
10X368,In-Tech Academy (M.S. / High School 368),Hispanic,846
10X374,Knowledge and Power Preparatory Academy Internatio,Hispanic,299
10X433,High School for Teaching and the Professions,Hispanic,362
10X434,Belmont Preparatory High School,Hispanic,273
10X437,Fordham High School for the Arts,Hispanic,261
10X438,Fordham Leadership Academy for Business and Techno,Hispanic,297
10X439,Bronx High School for Law and Community Service,Hispanic,282
10X440,DeWitt Clinton High School,Hispanic,1149
10X442,"Celia Cruz Bronx High School of Music, The",Hispanic,301
10X445,Bronx High School of Science,Hispanic,166
10X477,Marble Hill High School for International Studies,Hispanic,274
10X524,Crotona International High School,Hispanic,288
10X546,Bronx Theatre High School,Hispanic,287
10X549,Discovery High School,Hispanic,409
10X565,High School for Energy and Technology,Hispanic,218
10X660,Grace Dodge Career and Technical Education High Sc,Hispanic,134
10X696,High School of American Studies at Lehman College,Hispanic,57
11X249,Bronx Health Sciences High School,Hispanic,129
11X253,Bronx High School for Writing and Communication Ar,Hispanic,191
