loc,lat,lon
168 EAST  116 STREET NYC,,
43 WEST   54 STREET NYC,,
179 WEST BROADWAY NYC,,
7517 3RD AVE NYC,,
4305 14 AVENUE NYC,,
66 NORTH    6 STREET NYC,,
7205 3 AVENUE NYC,,
4008 HAMPTON ST NYC,,
2090 BARTOW AVE NYC,,
7811 FLATLANDS AVE NYC,,
81 SOUTH    6 STREET NYC,,
4 WEST MOUNT EDEN AVENUE NYC,,
2701 BROADWAY NYC,,
1903 BATHGATE AVE NYC,,
2 KNICKERBOCKER AVE NYC,,
9210 59TH AVE NYC,,
25420 HILLSIDE AVENUE NYC,,
388 AVE OF THE AMERICAS NYC,,
313 39TH ST NYC,,
105 E MOUNT EDEN AVE NYC,,
250 EAST   52 STREET NYC,,
2537 DECATUR AVENUE NYC,,
205 WEST   46 STREET NYC,,
8 W 28TH ST NYC,,
3290 36TH ST NYC,,
674 E 180TH ST NYC,,
487 SENECA AVE NYC,,
13 E FORDHAM RD NYC,,
1762 FIRST AVENUE NYC,,
61 CHURCH AVENUE NYC,,
3631 BROADWAY NYC,,
221 W 230TH ST NYC,,
2059 WILLIAMSBRIDGE ROAD NYC,,
316 WEST   49 STREET NYC,,
9815 ASTORIA BOULEVARD NYC,,
78 LEONARD ST NYC,,
376 CLASSON AVENUE NYC,,
15929 JAMAICA AVE NYC,,
41 ELIZABETH STREET NYC,,
2816 ASTORIA BOULEVARD NYC,,
167 9 AVENUE NYC,,
4903 7TH AVE NYC,,
4010 JUNCTION BLVD NYC,,
97-01 ATLANTIC AVENUE NYC,,
1752 PARK AVE NYC,,
1549 ARTHUR KILL RD NYC,,
7823 37TH AVE NYC,,
6406 108TH ST NYC,,
13505 40TH RD NYC,,
118A ELDRIDGE ST NYC,,
356 E 148TH ST NYC,,
5560 60TH ST NYC,,
900 PENNSYLVANIA AVENUE NYC,,
314 EAST  194 STREET NYC,,
7124 3RD AVE NYC,,
426 7TH AVE NYC,,
161 HAVEMEYER ST NYC,,
20103 MURDOCK AVENUE NYC,,
1670 1 AVENUE NYC,,
136 W 42ND ST NYC,,
449 7TH AVENUE NYC,,
25305 NORTHERN BOULEVARD NYC,,
533 86TH ST NYC,,
2342 30TH AVE NYC,,
619 SAINT JOHNS PL NYC,,
3269 WESTCHESTER AVE NYC,,
275 MADISON AVE NYC,,
1026 NOSTRAND AVENUE NYC,,
3110 EAST TREMONT AVENUE NYC,,
1489 FLATBUSH AVENUE NYC,,
9 WEST   57 STREET NYC,,
360 MYRTLE AVE NYC,,
211 WEST   43 STREET NYC,,
3 BLEECKER STREET NYC,,
1033 6 AVENUE NYC,,
2526 FREDERICK DOUGLAS BOULEVARD NYC,,
2214 BARTOW AVE NYC,,
307 W 47TH ST NYC,,
203 WILSON AVE NYC,,
184 DEKALB AVE NYC,,
3747 74 STREET NYC,,
14710 ROCKAWAY BLVD NYC,,
71 W 109TH ST NYC,,
4746 11TH ST NYC,,
299 MALCOLM X BLVD NYC,,
16328 NORTHERN BLVD NYC,,
135 W 18TH ST NYC,,
6006 KISSENA BLVD NYC,,
631 HOWARD AVENUE NYC,,
1457 YORK AVE NYC,,
124 E 4TH ST NYC,,
575 LORIMER STREET NYC,,
221 DYCKMAN STREET NYC,,
155 AVE B NYC,,
3143 ATLANTIC AVE NYC,,
884 REMSEN AVE NYC,,
769 WASHINGTON AVENUE NYC,,
128 1ST AVE NYC,,
158 WEST   55 STREET NYC,,
1446 MYRTLE AVE NYC,,
25 BEDFORD PARK BLVD E NYC,,
1001 50 AVENUE NYC,,
4553 46TH ST NYC,,
6917 5TH AVE NYC,,
1538 3RD AVE NYC,,
81 ALLEN STREET NYC,,
175 BEDFORD AVE NYC,,
9704 QUEENS BOULEVARD NYC,,
8920 101ST AVE NYC,,
139 NASSAU AVE NYC,,
1364 STERLING PL NYC,,
9053 CORONA AVE NYC,,
622 MANHATTAN AVE NYC,,
326 KINGSTON AVE NYC,,
308 BEDFORD AVENUE NYC,,
5122 NORTHERN BOULEVARD NYC,,
1794 SHEEPSHEAD BAY ROAD NYC,,
601 BRIGHTON BEACH AVE NYC,,
79 MULBERRY STREET NYC,,
20001 32 AVENUE NYC,,
15341 ROCKAWAY BOULEVARD NYC,,
1080 MCDONALD AVENUE NYC,,
59 GROVE STREET NYC,,
209 PORT RICHMOND AVE NYC,,
1221 AVE OF TH AMER NYC,,
149 8 AVENUE NYC,,
55 W 46TH ST NYC,,
310 WEST   38 STREET NYC,,
2511 30 AVENUE NYC,,
1143 1 AVENUE NYC,,
4315 QUEENS BLVD NYC,,
144B W 37TH ST NYC,,
1609 2ND AVE NYC,,
2722 30TH AVE NYC,,
6 METRO TECH NYC,,
510 WILLIS AVE NYC,,
3278 48TH ST NYC,,
506 9TH AVE NYC,,
180 9TH AVE NYC,,
293 AVENUE X NYC,,
69 1ST AVE NYC,,
2061 BROADWAY NYC,,
3302 BROADWAY NYC,,
469 5 AVENUE NYC,,
768 57TH ST NYC,,
295 MADISON AVENUE NYC,,
18 CORNELIA STREET NYC,,
785 LEXINGTON AVE NYC,,
185 BRICKTOWN WAY NYC,,
5620 1 AVENUE NYC,,
2805 CROSS ISLAND PARKWAY NYC,,
215 E 86TH ST NYC,,
18 EAST   54 STREET NYC,,
3545 3RD AVE NYC,,
1737 YORK AVENUE NYC,,
85 BRUCKNER BOULEVARD NYC,,
256 E 125TH ST NYC,,
231 E 169TH ST NYC,,
443 7 AVENUE NYC,,
200 EAST   89 STREET NYC,,
43 MURRAY STREET NYC,,
64 W KINGSBRIDGE RD NYC,,
21613 LINDEN BLVD NYC,,
43 W 46TH ST NYC,,
16102 UNION TURNPIKE NYC,,
906908 E GUNHILL RD NYC,,
25 WEST HOUSTON STREET NYC,,
796 COURTLANDT AVENUE NYC,,
107 WEST   18 STREET NYC,,
926 CLARKSON AVENUE NYC,,
3594 BROADWAY NYC,,
23107 MERRICK BOULEVARD NYC,,
80 WEST   36 STREET NYC,,
167 ELIZABETH ST NYC,,
8746 BRITTON AVENUE NYC,,
7110 3RD AVE NYC,,
9085 SUTPHIN BLVD NYC,,
253 EAST  167 STREET NYC,,
4336 KATONAH AVENUE NYC,,
1731 DR MARTIN L KING JR BOULEVARD NYC,,
2140 UTOPIA PKWY NYC,,
10335 QUEENS BLVD NYC,,
4010 82ND ST NYC,,
7517 5 AVE NYC,,
3901 FIELDSTON RD NYC,,
189 BEACH 116TH ST NYC,,
1312 MADISON AVENUE NYC,,
5001 69TH ST NYC,,
11630 QUEENS BLVD NYC,,
1518 MACOMBS RD NYC,,
431 DEKALB AVENUE NYC,,
2457 WEBSTER AVE NYC,,
171 SPRING STREET NYC,,
613 NOSTRAND AVENUE NYC,,
7205 AUSTIN STREET NYC,,
311 W 17TH ST NYC,,
977 E 233RD ST NYC,,
417 W 202ND STREET NYC,,
1643 BROADWAY NYC,,
3452 BROADWAY NYC,,
149 NORTH    6 STREET NYC,,
101 EAST 15TH STREET NYC,,
4111 49TH ST NYC,,
251 E 35TH ST NYC,,
3279 RICHMOND AVE NYC,,
1982 WESTCHESTER AVENUE NYC,,
1494 SECOND AVENUE NYC,,
2801 CONEY ISLAND AVENUE NYC,,
18 E 170TH ST NYC,,
1995 JEROME AVENUE NYC,,
110 PEARL ST NYC,,
225 S 1ST ST NYC,,
4352 KATONAH AVE NYC,,
1171 SAINT JOHNS PL NYC,,
2221 HYLAN BOULEVARD NYC,,
1195 WALTON AVENUE NYC,,
10320 ROOSEVELT AVE NYC,,
6672 FRESH POND RD NYC,,
785 FLUSHING AVENUE NYC,,
155157 CHRISTIE ST. NYC,,
280 MARSH AVE NYC,,
8 VANDUZER STREET NYC,,
185 SULLIVAN ST NYC,,
6522 11 AVENUE NYC,,
1920 RICHMOND TERRACE NYC,,
622 THIRD AVENUE NYC,,
8901 101ST AVE NYC,,
1006 1ST AVE NYC,,
11402 JAMAICA AVE NYC,,
263 AVENUE U NYC,,
41 W 47TH ST NYC,,
322 WEST   50 STREET NYC,,
8543 GRAND AVE NYC,,
9711 64TH AVE NYC,,
75 NINTH AVENUE NYC,,
125 DREISER LOOP NYC,,
149 SULLIVAN STREET NYC,,
880 RIVER AVENUE NYC,,
222 MALCOM X BOULEVARD NYC,,
1805 215TH ST NYC,,
309 E HOUSTON ST NYC,,
71 ORCHARD ST NYC,,
103 W 14TH ST NYC,,
336A GRAHAM AVE NYC,,
68 AVENUE C NYC,,
1720 EASTCHESTER RD NYC,,
143B HESTER ST NYC,,
613 EAST TREMONT AVENUE NYC,,
127 W 28TH ST NYC,,
6722 FRESH POND RD NYC,,
8512 ROOSEVELT AVENUE NYC,,
1282 CLOVE ROAD NYC,,
172 WAVERLY PLACE NYC,,
995 FLUSHING AVE NYC,,
730 FLATBUSH AVE NYC,,
4131 BROADWAY NYC,,
736 61 STREET NYC,,
40 W 45TH ST NYC,,
1021 OGDEN AVENUE NYC,,
25 W 32ND ST NYC,,
182 W 4TH ST NYC,,
214 W 42ND ST NYC,,
328 BEDFORD AVENUE NYC,,
140 7TH AVE NYC,,
13525 40TH RD NYC,,
11078 QUEENS BOULEVARD NYC,,
1772 WESTCHESTER AVE NYC,,
107 AVENUE U NYC,,
505 ALBANY AVE NYC,,
5715 5TH AVE NYC,,
340 9 AVENUE NYC,,
1411 BROADWAY NYC,,
3804 61ST ST NYC,,
141 ELDRIDGE ST NYC,,
4722 8TH AVE NYC,,
90 UNIVERSITY PL NYC,,
283 WEST 12 STTREET NYC,,
863 E 149TH ST NYC,,
48 EAST   12 STREET NYC,,
465 WEST  125 STREET NYC,,
180 PARKSIDE AVE NYC,,
1712 UTOPIA PARKWAY NYC,,
739 9 AVENUE NYC,,
615 MANHATTAN AVENUE NYC,,
196 E 161ST ST NYC,,
26 EAST  183 STREET NYC,,
154 E 116TH ST NYC,,
145 WEST BROADWAY NYC,,
29 EAST   36 STREET NYC,,
10601 SHORE FRONT PKWY NYC,,
250 WEST   14 STREET NYC,,
1702 GRAND AVENUE NYC,,
300 W 23RD ST NYC,,
6417 20TH AVE NYC,,
4648 BOWERY NYC,,
234 5TH AVE NYC,,
227 W 42ND ST NYC,,
236 TROUTMAN ST NYC,,
347 COURT STREET NYC,,
1787 FOREST AVENUE NYC,,
678 SENECA AVE NYC,,
6 FLATBUSH AVE NYC,,
2166 3RD AVE NYC,,
4357 11 STREET NYC,,
50 VANDERBILT AVENUE NYC,,
613 9TH AVE NYC,,
1626 E 16TH ST NYC,,
24 EAST   17 STREET NYC,,
598 9TH AVE NYC,,
16 E MOUNT EDEN AVE NYC,,
281 East 149 street NYC,,
5 BEEKMAN ST NYC,,
1700 1ST AVE NYC,,
952 SENECA AVENUE NYC,,
2926 30 AVENUE NYC,,
285 3RD AVE NYC,,
413 EAST 12 STREET NYC,,
1082 BEDFORD AVE NYC,,
8614 37TH AVE NYC,,
3216 STEINWAY ST NYC,,
432 WEST  238 STREET NYC,,
16-27 SEAGIRT BLVD NYC,,
221 MONTROSE AVENUE NYC,,
256 MARCUS GARVEY BLVD NYC,,
101 KENT AVE NYC,,
6924 5 AVENUE NYC,,
13507 LEFFERTS BOULEVARD NYC,,
15 CHARLES STREET NYC,,
9102 4TH AVE NYC,,
1450 BROADWAY NYC,,
6815 4TH AVE NYC,,
215 WEST   29 STREET NYC,,
7718 5TH AVE NYC,,
300 WEST   57 STREET NYC,,
7915 FLATLANDS AVE NYC,,
9004 JAMAICA AVE NYC,,
1161 1ST AVE NYC,,
135 READE STREET NYC,,
2210 8 AVENUE NYC,,
226 WEST   46 STREET NYC,,
475 DRIGGS AVE NYC,,
59 W 30TH ST NYC,,
734 BROADWAY NYC,,
198 GRAND STREET NYC,,
4226 BROADWAY NYC,,
1592 3RD AVE NYC,,
7 CORSON AVE NYC,,
2 4TH PL NYC,,
25324 UNION TPKE NYC,,
992 E 15TH ST NYC,,
8032 BAXTER AVENUE NYC,,
1227 150TH ST NYC,,
21200 23 AVENUE NYC,,
940 COLUMBUS AVE NYC,,
5908 KISSENA BLVD NYC,,
217 GRAND STREET NYC,,
24773 JAMAICA AVENUE NYC,,
564 AMSTERDAM AVENUE NYC,,
2210 86TH ST NYC,,
6000 SHORE PARKWAY NYC,,
7201 18TH AVE NYC,,
301 WEST   49 STREET NYC,,
793 WASHINGTON AVENUE NYC,,
765 CONCOURSE VLG W NYC,,
4508 PARSONS BLVD NYC,,
687 MANHATTAN AVE NYC,,
14471451 SAINT NICHOLAS AVENUE NYC,,
6 WATER ST NYC,,
17890 DEKALB AVENUE NYC,,
6 SAINT MARKS PL NYC,,
5921 CALLOWAY STREET NYC,,
148 W 28TH ST NYC,,
259 VESEY ST NYC,,
129 ALEXANDER AVENUE NYC,,
1993 ATLANTIC AVE NYC,,
183-01 HORACE HARDING EXPWAY NYC,,
371113 30 AVENUE NYC,,
127 E 23RD ST NYC,,
11407 BEACH CHANNEL DRIVE NYC,,
37 E 29TH ST NYC,,
480 62ND ST NYC,,
5501 METROPOLITAN AVE NYC,,
7310 NORTHERN BOULEVARD NYC,,
815 9 AVENUE NYC,,
124 E 28TH ST NYC,,
2456 WILLIAMSBRIDGE ROAD NYC,,
55 E 52ND ST NYC,,
3379 BROADWAY NYC,,
1111 44TH RD NYC,,
2436 NOSTRAND AVE NYC,,
8117 BROADWAY NYC,,
821113 ELIOT AVE NYC,,
2718 AVENUE U NYC,,
13840 84 DRIVE NYC,,
2002 3RD AVE NYC,,
151 W 54TH ST NYC,,
2534 JACKSON AVE NYC,,
4406 WHITE PLAINS ROAD NYC,,
3211 QUENTIN ROAD NYC,,
550 MADISON AVE NYC,,
8516A ROOSEVELT AVE NYC,,
1212 EAST GUNHILL ROAD NYC,,
349 BROOME STREET NYC,,
3111 BAINBRIDGE AVE NYC,,
3530 36 STREET NYC,,
667 E 187TH ST NYC,,
103-105 AVENUE A NYC,,
40 WEST   57 STREET NYC,,
315 COLUMBIA STREET NYC,,
200 WEST   45 STREET NYC,,
241 WEST   14 STREET NYC,,
198 ALLEN STREET NYC,,
4864 ARTHUR KILL ROAD NYC,,
819 FOREST AVE NYC,,
11705 FRANCIS LEWIS BOULEVARD NYC,,
37 BRUCKNER BOULEVARD NYC,,
121 COLUMBIA ST NYC,,
620 W 42ND ST NYC,,
31 EAST   20 STREET NYC,,
30 EAST   33 STREET NYC,,
2277 1ST AVE NYC,,
6 WEST   33 STREET NYC,,
2935 VETERANS ROAD WEST NYC,,
1592 AMSTERDAM AVE NYC,,
1008 CLINTONVILLE ST NYC,,
2972 AVENUE U NYC,,
"NKA HIGHLINE PARK, WEST 15TH ST NYC",,
261 DRIGGS AVENUE NYC,,
829 FRANKLIN AVE NYC,,
302 TROY AVE NYC,,
7922 PARSONS BLVD NYC,,
6901 ROOSEVELT AVENUE NYC,,
24 E 81ST ST NYC,,
208 BAY STREET NYC,,
111 MACDOUGAL STREET NYC,,
1703 2ND AVE NYC,,
173 WEST BURNSIDE AVENUE NYC,,
3572 WHITE PLAINS RD NYC,,
14612 ROCKAWAY BLVD NYC,,
2401 29 STREET NYC,,
65 IRVING AVE NYC,,
15 WEST   46 STREET NYC,,
1778 FOREST AVE NYC,,
14741 UNION TPKE NYC,,
1931 MADISON AVENUE NYC,,
2965 VETERANS ROAD WEST NYC,,
550 SOUTHERN BOULEVARD NYC,,
193 W 237TH ST NYC,,
510 MADISON AVENUE NYC,,
976 MORRIS AVE NYC,,
75 RUTLEDGE STREET NYC,,
1948 86TH ST NYC,,
1732 86TH ST NYC,,
231 S 4TH ST NYC,,
96 DEKALB AVE NYC,,
16 W 36TH ST NYC,,
65 2 AVENUE NYC,,
747 9 AVENUE NYC,,
1863 LEXINGTON AVENUE NYC,,
13511 40TH RD NYC,,
30 CORNELIA ST NYC,,
576 ROGERS AVE NYC,,
11000 FLATLANDS AVENUE NYC,,
57 COURT ST NYC,,
2542 STEINWAY ST NYC,,
295 BROADWAY NYC,,
6104 WOODSIDE AVENUE NYC,,
1884 FULTON ST NYC,,
10021 QUEENS BOULEVARD NYC,,
191 PEARL ST NYC,,
918 3RD AVE NYC,,
350 JAY STREET NYC,,
1407 RICHMOND AVE NYC,,
56 READE ST NYC,,
10750 QUEENS BOULEVARD NYC,,
1930 PATTERSON AVE NYC,,
1428 6 AVENUE NYC,,
3276 JEROME AVENUE NYC,,
1047 LIBERTY AVE NYC,,
2025 CHURCH AVENUE NYC,,
496 ATLANTIC AVENUE NYC,,
409 FULTON STREET NYC,,
1105 CASTLE HILL AVE NYC,,
11928 METROPOLITAN AVE NYC,,
8826 PARSONS BLVD NYC,,
2170 WHITE PLAINS ROAD NYC,,
13 CROSBY ST NYC,,
6 E 42ND ST NYC,,
75 BROAD ST NYC,,
329 3RD AVE NYC,,
13316 39 AVENUE NYC,,
11102 SUTPHIN BLVD NYC,,
4609 QUEENS BOULEVARD NYC,,
4926 AVENUE K NYC,,
255 EAST  110 STREET NYC,,
346348 FLATBUSH AVENUE NYC,,
334 LEXINGTON AVE NYC,,
1126 BROADWAY NYC,,
2660 3RD AVE NYC,,
3186 31 STREET NYC,,
95 ALLEN ST NYC,,
10701 CORONA AVENUE NYC,,
423 AMSTERDAM AVENUE NYC,,
261 KINGS HWY NYC,,
1448 HYLAN BOULEVARD NYC,,
15 CENTRAL PARK W NYC,,
160 2 AVENUE NYC,,
357 EAST  138 STREET NYC,,
720 EAST 187 STREET NYC,,
328 DEKALB AVENUE NYC,,
225 WEST   42 STREET NYC,,
3904 103RD ST NYC,,
14141 NORTHERN BLVD NYC,,
4 PARK AVENUE NYC,,
7912 THIRD AVENUE NYC,,
394 CITY ISLAND AVE NYC,,
900 FULTON ST NYC,,
22301 HEMPSTEAD AVENUE NYC,,
706 MANHATTAN AVE NYC,,
38 AVENUE B NYC,,
0 J.F.K.AIRPORT-TERMINAL# 1 NYC,,
4718 NEW UTRECHT AVE NYC,,
102 EAST   22 STREET NYC,,
6636 FRESH POND ROAD NYC,,
3683 BRUCKNER BOULEVARD NYC,,
197 1ST AVE NYC,,
5902 FORT HAMILTON PKWY NYC,,
525 LENOX AVENUE NYC,,
211 W 34TH ST NYC,,
345 GRAND STREET NYC,,
200 EASTERN PKWY NYC,,
10441 QUEENS BOULEVARD NYC,,
8385 AUDUBON AVENUE NYC,,
392 WOODWARD AVE NYC,,
8140 BROADWAY NYC,,
929 AMSTERDAM AVE NYC,,
7026 88 STREET NYC,,
1306 1ST AVE NYC,,
1593 SAINT NICHOLAS AVE NYC,,
13676 ROOSEVELT AVENUE NYC,,
184 KENT AVE NYC,,
1736 VICTORY BLVD NYC,,
7528 AMBOY RD NYC,,
652 PENNSYLVANIA AVE NYC,,
8603 ROCKAWAY BEACH BLVD NYC,,
409 GREENWICH STREET NYC,,
120 WEST   51 STREET NYC,,
105 STANTON ST NYC,,
232 E 53RD ST NYC,,
3511 BOSTON RD NYC,,
4001 QUEENS BOULEVARD NYC,,
252 WEST   46 STREET NYC,,
372 3 AVENUE NYC,,
6010 KISSENA BLVD NYC,,
6736 HYLAN BOULEVARD NYC,,
6626 METROPOLITAN AVE NYC,,
1 WATER STREET NYC,,
1824 WESTCHESTER AVENUE NYC,,
320 WEST   45 STREET NYC,,
1469 5TH AVE NYC,,
780 LYDIG AVENUE NYC,,
1250 CASTLE HILL AVE NYC,,
1082 BAY ST NYC,,
1800 KINGS HIGHWAY NYC,,
12611 15TH AVE NYC,,
14 WALL STREET NYC,,
30 SAINT MARKS PL NYC,,
90 NASSAU STREET NYC,,
21310 41ST AVE NYC,,
214 SULLIVAN STREET NYC,,
323 6TH AVE NYC,,
1483 FULTON ST NYC,,
1271 6 AVENUE NYC,,
454 VAN BRUNT ST NYC,,
535 MADISON AVENUE NYC,,
365 WEST   50 STREET NYC,,
17016A HILLSIDE AVE NYC,,
624 MELROSE AVE NYC,,
7718 21 AVENUE NYC,,
0 126 STREET NYC,,
2505 EMMONS AVENUE NYC,,
2515 BOSTON ROAD NYC,,
401 AVENUE P NYC,,
500 W 146TH ST NYC,,
47-49 W 55TH ST NYC,,
5421 5TH AVE NYC,,
9359 183RD ST NYC,,
2314 DITMARS BLVD NYC,,
69 KINGSLAND AVE NYC,,
1388 EDWARD L GRANT HWY NYC,,
317 BROADWAY NYC,,
7128 COOPER AVENUE NYC,,
13 HILLEL PLACE NYC,,
1872 VICTORY BOULEVARD NYC,,
1430 ROCKAWAY PARKWAY NYC,,
3816 DYRE AVE NYC,,
2906 172ND ST NYC,,
395 E 151ST ST NYC,,
475 WILLIS AVE NYC,,
303 SCHENECTADY AVENUE NYC,,
9 SAINT MARKS PL NYC,,
856 MARCY AVE NYC,,
430 AMSTERDAM AVENUE NYC,,
15902 JAMAICA AVENUE NYC,,
15381 CROSS ISLAND PARKWAY NYC,,
13107 40TH RD NYC,,
1213 BOARDWALK NYC,,
561 COLUMBUS AVENUE NYC,,
250 GREENWICH STREET NYC,,
244 MADISON AVE NYC,,
3805 BELL BOULEVARD NYC,,
79 HOWARD AVE NYC,,
61 HESTER ST NYC,,
1013 SUTTER AVE NYC,,
1652 86 STREET NYC,,
3917 4TH AVE NYC,,
758 NOSTRAND AVE NYC,,
560 FLATBUSH AVE NYC,,
14725 UNION TURN PIKE NYC,,
39-28 61ST STREET NYC,,
14938 41ST AVE NYC,,
2 WYCKOFF AVE NYC,,
30 GIFFORDS LN NYC,,
31 W 14TH ST NYC,,
1928 CONEY ISLAND AVE NYC,,
3908 BROADWAY NYC,,
1167 MADISON AVENUE NYC,,
870 7 AVE NYC,,
11703 HILLSIDE AVE NYC,,
55 NEW DORP PLAZA NYC,,
2121 BROADWAY NYC,,
9240C GUY R BREWER BLVD NYC,,
26 W 33RD ST NYC,,
4408 3RD AVE NYC,,
903 FRANKLIN AVE NYC,,
1807 MOTT AVENUE NYC,,
558 HALSEY ST NYC,,
0 JOHN F KENNEDY INTL AIRPORT NYC,,
1129 BEDFORD AVE NYC,,
9301 95 AVENUE NYC,,
611 BAY STREET NYC,,
329 FLATBUSH AVE NYC,,
240 EAST   82 STREET NYC,,
15 VANDERBILT AVE NYC,,
138 LAFAYETTE ST NYC,,
2530 PITKIN AVE NYC,,
10436 ROCKAWAY BLVD NYC,,
788 WOODWARD AVE NYC,,
5603 8 AVENUE NYC,,
360 TEN EYCK ST    AKA 230 BOGART ST NYC,,
2146 STARLING AVE NYC,,
300 W 22ND ST NYC,,
189 CHURCH ST NYC,,
25205 UNION TURNPIKE NYC,,
1600 3 AVENUE NYC,,
2893 BROADWAY NYC,,
37 E 8TH ST NYC,,
131 WEST    3 STREET NYC,,
469 COLUMBUS AVE NYC,,
133 IRVING AVE NYC,,
244 WEST   14 STREET NYC,,
506 LAGUARDIA PL NYC,,
12703 111 AVENUE NYC,,
2828 FRANCIS LEWIS BOULEVARD NYC,,
2051 86TH ST NYC,,
325 WEST 42 STREET NYC,,
112 GRAHAM AVENUE NYC,,
347 EAST  204 STREET NYC,,
11 EAST   13 STREET NYC,,
8789 GREENWICH STREET NYC,,
1679 HYLAN BLVD NYC,,
374 CENTRAL AVENUE NYC,,
276 KINGS HIGHWAY NYC,,
539 FLATBUSH AVE NYC,,
3347 FRANCIS LEWIS BLVD NYC,,
2222 AVENUE U NYC,,
152 WEST   51 STREET NYC,,
2211 31 STREET NYC,,
410 7TH AVE NYC,,
238 WEST  231 STREET NYC,,
25116 NORTHERN BOULEVARD NYC,,
1351 CONEY ISLAND AVE NYC,,
420 HUDSON ST NYC,,
178 2 AVENUE NYC,,
57 E 54TH ST NYC,,
8347 258TH ST NYC,,
922 MADISON AVE NYC,,
2137 NOSTRAND AVE NYC,,
140 BROADWAY NYC,,
1481 YORK AVENUE NYC,,
1396 MADISON AVE NYC,,
43 EAST    7 STREET NYC,,
3661 WALDO AVE NYC,,
774 51ST ST NYC,,
950 PROSPECT AVE NYC,,
22 EAST 30 STREET NYC,,
4811 VERNON BLVD NYC,,
6409 ROOSEVELT AVENUE NYC,,
967 NOSTRAND AVE NYC,,
55 WEST   45 STREET NYC,,
66 HICKS STREET NYC,,
62 GREENWICH AVE NYC,,
275 GREENWICH ST NYC,,
724 10 AVENUE NYC,,
806 FRANKLIN AVE NYC,,
48 W 33RD ST NYC,,
769 57TH ST NYC,,
303 W 116TH ST NYC,,
5322 CHURCH AVENUE NYC,,
250 BOWERY NYC,,
17373 106TH AVE NYC,,
9702 23RD AVE NYC,,
148 SMITH STREET NYC,,
5719 FLATLANDS AVE NYC,,
20411 HILLSIDE AVE NYC,,
189 CHRYSTIE STREET NYC,,
2926 AVENUE I NYC,,
4720 CENTER BOULEVARD NYC,,
990 ROSSVILLE AVE NYC,,
85 EAST GUNHILL ROAD NYC,,
2041 BROADWAY NYC,,
4207 HYLAN BLVD NYC,,
23436 MERRICK BOULEVARD NYC,,
1611 ST NICHOLAS AVENUE NYC,,
273 CITY ISLAND AVENUE NYC,,
1403 MERMAID AVENUE NYC,,
345 EAST   83 STREET NYC,,
10230 QUEENS BLVD NYC,,
2102 UTICA AVE NYC,,
5930 GRAND AVE NYC,,
566 NOSTRAND AVE NYC,,
1162 LENOX RD NYC,,
2272 FREDERICK DOUGLASS BLVD NYC,,
1114 DEKALB AVE NYC,,
7212 NEW UTRECHT AVE NYC,,
597 NEW LOTS AVE NYC,,
75 VARICK STREET NYC,,
1009 MACE AVE NYC,,
25 CLEVELAND PL NYC,,
204 EAST   43 STREET NYC,,
1726 2 AVENUE NYC,,
630 UTICA AVENUE NYC,,
34 JEFFERSON BLVD NYC,,
14527 228 STREET NYC,,
47 BOND STREET NYC,,
130 WATER ST NYC,,
1425 W 10TH ST NYC,,
56 3RD AVE NYC,,
309 W 57TH ST NYC,,
7 DIVISION ST NYC,,
4313 BELL BLVD NYC,,
140 W HOUSTON ST NYC,,
1307 3RD AVE NYC,,
352 SEVENTH AVENUE NYC,,
710 NEW DORP LANE NYC,,
89 E 165TH ST NYC,,
2357 ARTHUR AVENUE NYC,,
161 NORTH 7 STREET NYC,,
162 E 25TH ST NYC,,
1300 HYLAN BLVD NYC,,
143 ROCKAWAY AVENUE NYC,,
26 EAST   63 STREET NYC,,
2 ETON PLACE NYC,,
1317A 2ND AVE NYC,,
1384 BAY STREET NYC,,
18 LITTLE WEST 12 STREET NYC,,
177 MOTT ST NYC,,
1117 HYLAN BOULEVARD NYC,,
11017 ATLANTIC AVE NYC,,
2522 STEINWAY ST NYC,,
210 E 67TH ST NYC,,
82 2ND AVE NYC,,
191 HESTER STREET NYC,,
744 BURKE AVENUE NYC,,
1200 CASTLE HILL AVE NYC,,
3801 31 AVENUE NYC,,
409 IRVING AVENUE NYC,,
746 E 233RD ST NYC,,
4151 49TH ST NYC,,
2680 SCHURZ AVE NYC,,
1558 CONEY ISLAND AVE NYC,,
176 MARCUS GARVEY BLVD NYC,,
125 BRIGHTON BEACH AVE NYC,,
219 1 AVENUE NYC,,
6022 ROOSEVELT AVENUE NYC,,
1240 CLINTON VILLE STREET NYC,,
6814 4TH AVE NYC,,
476 SMITH ST NYC,,
281 KINGS HIGHWAY NYC,,
1323 FLATBUSH AVE NYC,,
4444 COLLEGE PT BLVD NYC,,
33 E 60TH ST NYC,,
4012 83RD ST NYC,,
219 E 44TH ST NYC,,
2414 WILLIAMSBRIDGE RD NYC,,
548 WEST 48TH STREET NYC,,
4300 BROADWAY NYC,,
495 BROADWAY NYC,,
5322 7TH AVE NYC,,
160 PEARL STREET NYC,,
300 FATHER CAPODANNO BOULEVA NYC,,
308 WILLIS AVENUE NYC,,
381 BEDFORD PARK BLVD NYC,,
63 WHIPPLE ST NYC,,
280 3RD AVE NYC,,
23006 S CONDUIT AVE NYC,,
435 HALSEY STREET NYC,,
8518 5TH AVE NYC,,
64 E 98TH ST NYC,,
16024 NORTHERN BOULEVARD NYC,,
1905 WHITE PLAINS ROAD NYC,,
21510 NORTHERN BOULEVARD NYC,,
