,ID,SchoolName,Type,Number
3031,02M531,Repertory Company High School for Theatre Arts,Public.Service,0.00
3032,08X293,Renaissance High School for Musical Theater & Tech,Public.Service,0.00
3033,84Q705,Renaissance Charter School,Public.Service,0.00
3034,84M433,Renaissance Charter High School for Innovation,Public.Service,NA
3035,31R600,Ralph R. McKee Career and Technical Education High,Public.Service,0.00
3036,21K344,Rachel Carson High School for Coastal Studies,Public.Service,0.00
3037,02M422,Quest to Learn,Public.Service,NA
3038,24Q600,Queens Vocational and Technical High School,Public.Service,0.00
3039,25Q252,"Queens School of Inquiry, The",Public.Service,0.00
3040,29Q248,Queens Preparatory Academy,Public.Service,0.00
3041,28Q686,QUEENS METROPOLITAN HIGH SCHOOL,Public.Service,NA
3042,26Q566,"Queens High School of Teaching, Liberal Arts and t",Public.Service,0.00
3043,28Q687,Queens High School for the Sciences at York Colleg,Public.Service,0.00
3044,25Q241,Queens High School for Language Studies,Public.Service,NA
3045,27Q302,"Queens High School for Information, Research, and",Public.Service,0.00
3046,28Q680,Queens Gateway to Health Sciences Secondary School,Public.Service,0.00
3047,28Q310,Queens Collegiate: A College Board School,Public.Service,0.00
3048,14K474,PROGRESS High School for Professional Careers,Public.Service,0.00
3049,02M408,Professional Performing Arts High School,Public.Service,0.00
3050,29Q283,Preparatory Academy for Writers: A College Board S,Public.Service,0.00
3051,31R445,Port Richmond High School,Public.Service,0.00
3052,19K507,Performing Arts and Technology High School,Public.Service,0.00
3053,11X542,Pelham Preparatory Academy,Public.Service,0.04
3054,08X320,Pelham Lab High School,Public.Service,NA
3055,12X278,Peace and Diversity Academy,Public.Service,0.00
3056,17K122,Pathways in Technology Early College High School (,Public.Service,NA
3057,29Q259,Pathways College Preparatory School: A College Boa,Public.Service,0.00
3058,15K464,Park Slope Collegiate,Public.Service,0.00
3059,04M495,Park East High School,Public.Service,0.00
3060,12X388,Pan American International High School at Monroe,Public.Service,0.00
3061,24Q296,Pan American International High School,Public.Service,0.00
3062,02M298,Pace High School,Public.Service,0.00
3063,08X305,Pablo Neruda Academy,Public.Service,0.00
3064,22K611,Origins High School,Public.Service,NA
3065,84K777,Ocean Hill Collegiate Charter School,Public.Service,NA
3066,02M376,NYC iSchool,Public.Service,0.00
3067,84X395,"NYC Charter High School for Architecture, Engineer",Public.Service,0.00
3068,84K693,Northside Charter High School,Public.Service,0.00
3069,24Q455,Newtown High School,Public.Service,0.00
3070,30Q555,Newcomers High School,Public.Service,0.00
3071,11X513,New World High School,Public.Service,0.00
3072,84X553,New Visions Charter High School for the Humanities,Public.Service,NA
3073,84X539,New Visions Charter High School for Advanced Math,Public.Service,NA
3074,20K445,New Utrecht High School,Public.Service,0.00
3075,84M353,New Heights Academy Charter School,Public.Service,0.00
3076,07X547,New Explorers High School,Public.Service,0.00
3077,01M539,"New Explorations into Science, Technology and Math",Public.Service,0.00
3078,31R440,New Dorp High School,Public.Service,0.00
3079,02M543,New Design High School,Public.Service,0.00
3080,16K765,Nelson Mandela High School,Public.Service,NA
3081,02M414,N.Y.C. Museum School,Public.Service,0.00
3082,02M412,N.Y.C. Lab School for Collaborative Studies,Public.Service,0.00
3083,02M520,Murry Bergtraum High School for Business Careers,Public.Service,0.00
3084,19K583,Multicultural High School,Public.Service,0.01
3085,07X473,Mott Haven Village Preparatory High School,Public.Service,0.00
3086,12X242,Mott Hall V,Public.Service,NA
3087,05M304,Mott Hall High School,Public.Service,0.00
3088,09X252,Mott Hall Bronx High School,Public.Service,0.00
3089,09X297,Morris Academy for Collaborative Studies,Public.Service,0.00
3090,12X692,Monroe Academy for Visual Arts & Design,Public.Service,0.00
3091,02M418,Millennium High School,Public.Service,0.00
3092,15K684,Millennium Brooklyn HS,Public.Service,NA
3093,08X312,Millennium Art Academy,Public.Service,0.00
3094,22K405,Midwood High School,Public.Service,0.00
3095,24Q520,Middle College High School at LaGuardia Community,Public.Service,0.00
3096,12X248,"Metropolitan High School, The",Public.Service,0.00
3097,28Q167,Metropolitan Expeditionary Learning School,Public.Service,NA
3098,17K590,Medgar Evers College Preparatory School,Public.Service,0.00
3099,29Q492,"Mathematics, Science Research and Technology Magne",Public.Service,0.00
3100,84K733,"Math, Engineering, and Science Academy Charter Hig",Public.Service,NA
3101,24Q585,Maspeth High School,Public.Service,NA
3102,26Q435,Martin Van Buren High School,Public.Service,0.00
3103,01M509,Marta Valle High School,Public.Service,0.00
3104,10X477,Marble Hill High School for International Studies,Public.Service,0.00
3105,02M439,Manhattan Village Academy,Public.Service,0.00
3106,03M283,Manhattan Theatre Lab High School,Public.Service,0.00
3107,02M459,Manhattan International High School,Public.Service,0.00
3108,02M280,Manhattan Early College School for Advertising,Public.Service,NA
3109,04M435,Manhattan Center for Science and Mathematics,Public.Service,0.00
3110,02M392,MANHATTAN BUSINESS ACADEMY,Public.Service,0.00
3111,02M542,Manhattan Bridges High School,Public.Service,0.00
3112,02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,Public.Service,NA
3113,03M541,Manhattan / Hunter Science High School,Public.Service,0.00
3114,07X223,M.S. 223 The Laboratory School of Finance and Tech,Public.Service,NA
3115,14K586,Lyons Community School,Public.Service,0.00
3116,02M308,Lower Manhattan Arts Academy,Public.Service,0.00
3117,30Q450,Long Island City High School,Public.Service,0.00
3118,02M655,Life Sciences Secondary School,Public.Service,0.00
3119,21K559,Life Academy High School for Film and Music,Public.Service,0.00
3120,22K535,Leon M. Goldstein High School for the Sciences,Public.Service,0.00
3121,02M429,Legacy School for Integrated Studies,Public.Service,0.00
3122,09X276,Leadership Institute,Public.Service,0.00
3123,02M425,Leadership and Public Service High School,Public.Service,0.00
3124,29Q494,"Law, Government and Community Service High School",Public.Service,0.00
3125,02M419,Landmark High School,Public.Service,0.00
3126,18K569,Kurt Hahn Expeditionary Learning School,Public.Service,0.00
3127,10X374,Knowledge and Power Preparatory Academy Internatio,Public.Service,0.00
3128,84M726,KIPP STAR College Prep Charter School,Public.Service,0.00
3129,84M336,KIPP Infinity Charter School,Public.Service,0.00
3130,84K357,KIPP AMP Charter School,Public.Service,0.00
3131,84X704,KIPP Academy Charter School,Public.Service,0.00
3132,10X268,Kingsbridge International High School,Public.Service,0.00
3133,21K468,Kingsborough Early College School,Public.Service,0.00
3134,84K608,Kings Collegiate Charter School,Public.Service,NA
3135,15K592,Khalil Gibran International Academy,Public.Service,NA
3136,14K071,Juan Morel Campos Secondary School,Public.Service,0.00
3137,09X414,Jonathan Levin High School for Media and Communica,Public.Service,0.00
3138,84R067,John W. Lavelle Preparatory Charter School,Public.Service,NA
3139,21K540,John Dewey High School,Public.Service,0.00
3140,25Q425,John Bowne High School,Public.Service,0.00
3141,27Q480,John Adams High School,Public.Service,0.00
3142,08X650,Jane Addams High School for Academic Careers,Public.Service,0.00
3143,22K425,James Madison High School,Public.Service,0.00
3144,28Q350,Jamaica Gateway to the Sciences,Public.Service,0.00
3145,02M529,Jacqueline Kennedy Onassis High School,Public.Service,0.00
3146,28Q157,J.H.S. 157 Stephen A. Halsey,Public.Service,NA
3147,18K563,It Takes a Village Academy,Public.Service,0.03
3148,06M211,Inwood Early College for Health and Information Te,Public.Service,NA
3149,10X342,International School for Liberal Arts,Public.Service,0.00
3150,84X347,International Leadership Charter High School,Public.Service,0.00
3151,24Q236,International High School for Health Sciences,Public.Service,NA
3152,02M438,International High School at Union Square,Public.Service,NA
3153,17K524,International High School at Prospect Heights,Public.Service,0.00
3154,24Q530,International High School at LaGuardia Community C,Public.Service,0.00
3155,21K337,International High School at Lafayette,Public.Service,0.00
3156,07X334,International Community High School,Public.Service,0.00
3157,17K544,International Arts Business School,Public.Service,0.00
3158,10X368,In-Tech Academy (M.S. / High School 368),Public.Service,0.00
3159,29Q243,Institute for Health Professions at Cambria Height,Public.Service,NA
3160,02M407,Institute for Collaborative Education,Public.Service,0.00
3161,30Q502,Information Technology High School,Public.Service,0.00
3162,84X345,Hyde Leadership Charter School,Public.Service,0.00
3163,29Q498,Humanities & Arts Magnet High School,Public.Service,0.00
3164,02M437,Hudson High School of Learning Technologies,Public.Service,NA
3165,07X500,Hostos-Lincoln Academy of Science,Public.Service,0.00
3166,08X332,Holcombe L. Rucker School of Community Research,Public.Service,0.00
3167,28Q325,Hillside Arts & Letters Academy,Public.Service,NA
3168,28Q505,Hillcrest High School,Public.Service,0.00
3169,12X550,High School of World Cultures,Public.Service,0.00
3170,21K348,High School of Sports Management,Public.Service,0.00
3171,11X509,High School of Language and Innovation,Public.Service,NA
3172,02M296,High School of Hospitality Management,Public.Service,0.01
3173,02M625,High School of Graphic Communication Arts,Public.Service,0.00
3174,02M489,High School of Economics and Finance,Public.Service,0.00
3175,11X275,High School of Computers and Technology,Public.Service,0.01
3176,03M494,High School of Arts and Technology,Public.Service,0.00
3177,24Q267,High School of Applied Communication,Public.Service,0.00
3178,10X696,High School of American Studies at Lehman College,Public.Service,0.00
3179,20K485,High School of  Telecommunication Arts and Technol,Public.Service,0.00
3180,17K537,High School for Youth and Community Development at,Public.Service,0.00
3181,09X543,High School for Violin and Dance,Public.Service,0.00
3182,10X433,High School for Teaching and the Professions,Public.Service,0.00
3183,17K539,High School for Service & Learning at Erasmus,Public.Service,0.00
3184,17K546,High School for Public Service: Heroes  of Tomorro,Public.Service,0.00
3185,18K633,High School for Medical Professions,Public.Service,0.00
3186,06M463,High School for Media and Communications,Public.Service,0.00
3187,05M692,"High School for Mathematics, Science and Engineeri",Public.Service,0.00
3188,03M492,"High School for Law, Advocacy and Community Justic",Public.Service,0.00
3189,28Q690,High School for Law Enforcement and Public Safety,Public.Service,0.00
3190,06M467,High School for Law and Public Service,Public.Service,0.00
3191,18K617,High School for Innovation in Advertising and Medi,Public.Service,0.00
3192,02M420,High School for Health Professions and Human Servi,Public.Service,0.00
3193,06M468,High School for Health Careers and Sciences,Public.Service,0.00
3194,02M400,High School for Environmental Studies,Public.Service,0.00
3195,10X565,High School for Energy and Technology,Public.Service,NA
3196,02M545,High School for Dual Language and Asian Studies,Public.Service,0.00
3197,11X544,High School for Contemporary Arts,Public.Service,0.00
3198,27Q650,"High School for Construction Trades, Engineering a",Public.Service,0.00
3199,28Q328,High School for Community Leadership,Public.Service,NA
3200,19K504,High School for Civil Rights,Public.Service,0.00
3201,03M299,"High School for Arts, Imagination and Inquiry",Public.Service,0.00
3202,24Q550,High School for Arts and Business,Public.Service,0.00
3203,04M680,"Heritage School, The",Public.Service,0.00
3204,08X405,Herbert H. Lehman High School,Public.Service,0.00
3205,01M292,Henry Street School for International Studies,Public.Service,0.02
3206,07X670,Health Opportunities High School,Public.Service,0.00
3207,02M534,Harvest Collegiate High School,Public.Service,NA
3208,11X455,Harry S Truman High School,Public.Service,0.00
3209,84M335,Harlem Village Academy Leadership Charter School,Public.Service,0.04
3210,84M709,Harlem Village Academy Charter School,Public.Service,0.00
3211,84M341,Harlem Children's Zone Promise Academy II Charter,Public.Service,NA
3212,84M284,Harlem Children's Zone Promise Academy 1 Charter S,Public.Service,0.00
3213,07X259,"H.E.R.O. High (Health, Education, and Research Occ",Public.Service,NA
3214,24Q485,Grover Cleveland High School,Public.Service,0.00
3215,06M552,Gregorio Luperon High School for Science and Mathe,Public.Service,0.00
3216,14K454,Green School: An Academy for Environmental Careers,Public.Service,0.00
3217,02M374,Gramercy Arts High School,Public.Service,0.00
3218,10X660,Grace Dodge Career and Technical Education High Sc,Public.Service,0.00
3219,16K594,Gotham Professional Arts Academy,Public.Service,0.00
3220,13K605,George Westinghouse Career and Technical Education,Public.Service,0.00
3221,29Q272,George Washington Carver High School for the Scien,Public.Service,0.00
3222,31R064,Gaynor McCown Expeditionary Learning School,Public.Service,0.00
3223,08X295,Gateway School for Environmental Research and Tech,Public.Service,0.00
3224,23K514,Frederick Douglass Academy VII High School,Public.Service,0.00
3225,27Q260,Frederick Douglass Academy VI High School,Public.Service,0.00
3226,16K393,Frederick Douglass Academy IV Secondary School,Public.Service,0.00
3227,09X517,Frederick Douglass Academy III Secondary School,Public.Service,0.00
3228,03M860,Frederick Douglass Academy II Secondary School,Public.Service,0.00
3229,05M499,Frederick Douglass Academy,Public.Service,0.01
3230,20K505,Franklin Delano Roosevelt High School,Public.Service,0.00
3231,30Q501,Frank Sinatra School of the Arts High School,Public.Service,0.00
3232,03M417,FRANK McCOURT HIGH SCHOOL,Public.Service,NA
3233,26Q430,Francis Lewis High School,Public.Service,0.00
3234,14K632,Frances Perkins Academy,Public.Service,0.00
3235,14K322,Foundations Academy,Public.Service,0.00
3236,20K490,Fort Hamilton High School,Public.Service,0.00
3237,28Q440,Forest Hills High School,Public.Service,0.00
3238,07X520,Foreign Language Academy of Global Studies,Public.Service,0.00
3239,10X438,Fordham Leadership Academy for Business and Techno,Public.Service,0.00
3240,10X437,Fordham High School for the Arts,Public.Service,0.00
3241,02M288,Food and Finance High School,Public.Service,0.00
3242,25Q263,Flushing International High School,Public.Service,0.00
3243,25Q460,Flushing High School,Public.Service,0.00
3244,03M485,Fiorello H. LaGuardia High School of Music & Art a,Public.Service,0.00
3245,08X519,Felisa Rincon de Gautier Institute for Law and Pub,Public.Service,0.00
3246,19K502,FDNY High School for Fire and Life Safety,Public.Service,0.00
3247,12X682,Fannie Lou Hamer Freedom High School,Public.Service,0.00
3248,02M303,"Facing History School, The",Public.Service,0.00
3249,12X251,Explorations Academy,Public.Service,0.00
3250,21K572,Expeditionary Learning School for Community Leader,Public.Service,0.00
3251,09X250,Eximius College Preparatory Academy: A College Boa,Public.Service,0.00
3252,29Q265,Excelsior Preparatory High School,Public.Service,0.00
3253,84K593,Excellence Boys Charter School,Public.Service,NA
3254,02M294,Essex Street Academy,Public.Service,0.01
3255,04M372,ESPERANZA PREPARATORY ACADEMY,Public.Service,NA
3256,27Q314,Epic High School - South,Public.Service,NA
3257,27Q334,Epic High School - North,Public.Service,NA
3258,30Q258,Energy Tech High School,Public.Service,NA
3259,02M416,Eleanor Roosevelt High School,Public.Service,0.02
3260,14K685,El Puente Academy for Peace and Justice,Public.Service,0.00
3261,21K525,Edward R. Murrow High School,Public.Service,0.00
3262,32K545,EBC High School for Public Service - Bushwick,Public.Service,0.00
3263,25Q281,East-West School of International Studies,Public.Service,0.00
3264,01M450,East Side Community School,Public.Service,0.00
3265,19K409,East New York Family Academy,Public.Service,0.00
3266,12X271,East Bronx Academy for the Future,Public.Service,0.00
3267,29Q327,Eagle Academy for Young Men III,Public.Service,NA
3268,23K644,Eagle Academy for Young Men II,Public.Service,NA
3269,09X231,Eagle Academy for Young Men,Public.Service,0.00
3270,09X329,DreamYard Preparatory School,Public.Service,0.00
3271,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Public.Service,0.00
3272,84X482,Dr. Richard Izquierdo Health and Science Charter S,Public.Service,NA
3273,10X549,Discovery High School,Public.Service,0.00
3274,10X440,DeWitt Clinton High School,Public.Service,0.00
3275,84M481,Democracy Prep Harlem Charter School,Public.Service,NA
3276,84M350,Democracy Prep Charter School,Public.Service,0.00
3277,19K659,Cypress Hills Collegiate Preparatory School,Public.Service,0.00
3278,31R450,Curtis High School,Public.Service,0.00
3279,18K629,Cultural Academy for the Arts and Sciences,Public.Service,0.00
3280,31R047,CSI High School for International Studies,Public.Service,0.00
3281,10X524,Crotona International High School,Public.Service,NA
3282,84K744,Coney Island Preparatory Public Charter School,Public.Service,NA
3283,09X327,Comprehensive Model School Project M.S. 327,Public.Service,NA
3284,07X427,Community School for Social Justice,Public.Service,0.01
3285,06M346,Community Health Academy of the Heights,Public.Service,0.00
3286,05M362,Columbia Secondary School,Public.Service,NA
3287,11X288,Collegiate Institute for Math and Science,Public.Service,0.01
3288,15K519,Cobble Hill School of American Studies,Public.Service,0.00
3289,04M409,Coalition School for Social Change,Public.Service,0.00
3290,09X564,Claremont International HS,Public.Service,NA
3291,17K600,Clara Barton High School,Public.Service,0.00
3292,24Q293,Civic Leadership Academy,Public.Service,0.02
3293,13K674,"City Polytechnic High School of Engineering, Archi",Public.Service,0.00
3294,06M293,City College Academy of the Arts,Public.Service,0.00
3295,05M469,Choir Academy of Harlem,Public.Service,0.00
3296,02M615,Chelsea Career and Technical Education High School,Public.Service,0.00
3297,27Q262,Channel View School for Research,Public.Service,0.00
3298,04M555,Central Park East High School,Public.Service,0.00
3299,10X442,"Celia Cruz Bronx High School of Music, The",Public.Service,0.00
3300,29Q326,Cambria Heights Academy,Public.Service,NA
3301,29Q496,"Business, Computer Applications & Entrepreneurship",Public.Service,0.00
3302,26Q315,Business Technology Early College High School,Public.Service,NA
3303,02M393,BUSINESS OF SPORTS SCHOOL,Public.Service,0.00
3304,32K549,Bushwick School for Social Justice,Public.Service,0.00
3305,32K556,Bushwick Leaders High School for Academic Excellen,Public.Service,0.04
3306,84K710,Brownsville Collegiate Charter School,Public.Service,NA
3307,18K567,Brooklyn Theatre Arts High School,Public.Service,0.00
3308,13K430,Brooklyn Technical High School,Public.Service,0.00
3309,21K690,Brooklyn Studio Secondary School,Public.Service,0.00
3310,15K448,Brooklyn Secondary School for Collaborative Studie,Public.Service,0.00
3311,17K548,Brooklyn School for Music & Theatre,Public.Service,0.00
3312,15K429,Brooklyn School for Global Studies,Public.Service,0.00
3313,84K707,Brooklyn Prospect Charter School,Public.Service,NA
3314,14K488,Brooklyn Preparatory High School,Public.Service,0.00
3315,14K449,"Brooklyn Latin School, The",Public.Service,0.00
3316,19K639,Brooklyn Lab School,Public.Service,0.00
3317,13K439,Brooklyn International High School,Public.Service,0.01
3318,17K745,Brooklyn Institute for Liberal Arts,Public.Service,NA
3319,15K656,Brooklyn High School of the Arts,Public.Service,0.00
3320,16K498,Brooklyn High School for Law and Technology,Public.Service,0.00
3321,18K566,Brooklyn Generation School,Public.Service,0.00
3322,84K780,Brooklyn East Collegiate Charter School,Public.Service,NA
3323,13K412,"Brooklyn Community High School of Communication, A",Public.Service,0.00
3324,23K493,Brooklyn Collegiate: A College Board School,Public.Service,0.00
3325,22K555,Brooklyn College Academy,Public.Service,0.00
3326,17K547,Brooklyn Academy of Science and the Environment,Public.Service,0.00
3327,11X508,Bronxdale High School,Public.Service,NA
3328,10X546,Bronx Theatre High School,Public.Service,0.00
3329,08X269,Bronx Studio School for Writers and Artists,Public.Service,0.00
3330,10X284,Bronx School of Law and Finance,Public.Service,0.00
3331,09X505,"Bronx School for Law, Government and Justice",Public.Service,0.00
3332,08X349,Bronx River High School,Public.Service,NA
3333,84X703,Bronx Preparatory Charter School,Public.Service,0.00
3334,84X185,Bronx Lighthouse Charter School,Public.Service,NA
3335,07X527,Bronx Leadership Academy II High School,Public.Service,0.00
3336,09X525,Bronx Leadership Academy High School,Public.Service,0.00
3337,12X267,Bronx Latin,Public.Service,0.00
3338,11X265,Bronx Lab School,Public.Service,0.00
3339,09X403,Bronx International High School,Public.Service,0.00
3340,10X445,Bronx High School of Science,Public.Service,0.00
3341,09X412,Bronx High School of Business,Public.Service,0.00
3342,11X253,Bronx High School for Writing and Communication Ar,Public.Service,0.00
3343,11X418,Bronx High School for the Visual Arts,Public.Service,0.00
3344,09X413,Bronx High School for Medical Science,Public.Service,0.00
3345,10X439,Bronx High School for Law and Community Service,Public.Service,0.00
3346,11X249,Bronx Health Sciences High School,Public.Service,0.00
3347,08X452,Bronx Guild,Public.Service,0.00
3348,12X511,Bronx Envision Academy,Public.Service,NA
3349,10X213,Bronx Engineering and Technology Academy,Public.Service,0.00
3350,09X324,Bronx Early College Academy for Teaching & Learnin,Public.Service,0.00
3351,07X522,Bronx Design and Construction Academy,Public.Service,NA
3352,08X561,Bronx Compass High School,Public.Service,NA
3353,09X227,Bronx Collegiate Academy,Public.Service,0.00
3354,10X351,Bronx Collaborative High School,Public.Service,NA
3355,09X260,Bronx Center for Science and Mathematics,Public.Service,0.00
3356,12X479,Bronx Career and College Preparatory High School,Public.Service,0.00
3357,08X432,BRONX BRIDGES HIGH SCHOOL,Public.Service,NA
3358,11X545,Bronx Aerospace High School,Public.Service,0.00
3359,11X290,Bronx Academy of Health Careers,Public.Service,0.00
3360,10X264,Bronx Academy for Software Engineering (BASE),Public.Service,NA
3361,05M685,Bread & Roses Integrated Arts High School,Public.Service,0.00
3362,16K455,Boys and Girls High School,Public.Service,0.00
3363,26Q415,Benjamin N. Cardozo High School,Public.Service,0.00
3364,29Q313,Benjamin Franklin High School for Finance & Inform,Public.Service,NA
3365,13K670,Benjamin Banneker Academy,Public.Service,0.00
3366,10X434,Belmont Preparatory High School,Public.Service,0.00
3367,84K648,Bedford Stuyvesant Collegiate -Uncommon Collegiate,Public.Service,NA
3368,13K595,Bedford Academy High School,Public.Service,0.00
3369,03M479,Beacon High School,Public.Service,0.00
3370,26Q495,Bayside High School,Public.Service,0.00
3371,02M411,Baruch College Campus High School,Public.Service,0.00
3372,24Q299,Bard High School Early College Queens,Public.Service,0.00
3373,01M696,Bard High School Early College,Public.Service,0.00
3374,08X530,Banana Kelly High School,Public.Service,0.00
3375,30Q580,Baccalaureate School for Global Education,Public.Service,0.00
3376,24Q610,Aviation Career & Technical Education High School,Public.Service,0.02
3377,14K610,Automotive High School,Public.Service,0.00
3378,27Q400,August Martin High School,Public.Service,0.00
3379,11X299,Astor Collegiate Academy,Public.Service,0.01
3380,18K589,Arts & Media Preparatory Academy,Public.Service,0.00
3381,02M630,Art and Design High School,Public.Service,0.00
3382,08X367,"Archimedes Academy for Math, Science and Technolog",Public.Service,NA
3383,08X376,Antonia Pantoja Preparatory Academy: A College Boa,Public.Service,NA
3384,32K554,All City Leadership Secondary School,Public.Service,0.00
3385,07X600,Alfred E. Smith Career and Technical Education Hig,Public.Service,0.00
3386,13K499,ACORN Community High School,Public.Service,0.02
3387,84K508,Achievement First Endeavor Charter School,Public.Service,NA
3388,84K358,Achievement First East New York Charter School,Public.Service,NA
3389,84K356,Achievement First Crown Heights Charter School,Public.Service,0.00
3390,84K538,Achievement First Bushwick Charter School,Public.Service,NA
3391,32K552,Academy of Urban Planning,Public.Service,0.00
3392,27Q309,Academy of Medical Technology: A College Board Sch,Public.Service,0.00
3393,19K618,Academy of Innovative Technology,Public.Service,0.02
3394,17K408,Academy of Hospitality and Tourism,Public.Service,0.01
3395,24Q264,Academy of Finance and  Enterprise,Public.Service,0.00
3396,30Q575,Academy of American Studies,Public.Service,0.01
3397,19K404,Academy for Young Writers,Public.Service,0.00
3398,02M546,Academy for Software Engineering,Public.Service,NA
3399,05M367,Academy for Social Action: A College Board School,Public.Service,0.00
3400,11X270,Academy for Scholarship and Entrepreneurship: A Co,Public.Service,0.00
3401,09X365,Academy for Language and Technology,Public.Service,0.00
3402,17K751,Academy for Health Careers,Public.Service,NA
3403,32K403,Academy for Environmental Leadership,Public.Service,0.00
3404,18K637,Academy for Conservation and the Environment,Public.Service,0.00
3405,17K382,Academy for College Preparation and Career Explora,Public.Service,0.00
3406,30Q301,Academy for Careers in Television and Film,Public.Service,0.00
3407,21K410,Abraham Lincoln High School,Public.Service,0.01
3408,06M540,A. Philip Randolph Campus High School,Public.Service,0.00
3409,02M047,47 The American Sign Language and English Secondar,Public.Service,0.00
3410,28Q896,"Young Women's Leadership School, Queens",Vocational.Program,0.00
3411,30Q286,"Young Women's Leadership School, Astoria",Vocational.Program,0.00
3412,14K614,Young Women's Leadership School of Brooklyn,Vocational.Program,NA
3413,04M610,Young Women's Leadership School,Vocational.Program,0.00
3414,28Q284,York Early College Academy,Vocational.Program,0.00
3415,10X353,World View High School,Vocational.Program,NA
3416,25Q285,World Journalism Preparatory: A College Board Scho,Vocational.Program,0.00
3417,19K510,World Academy for Total Community Health High Scho,Vocational.Program,0.00
3418,08X282,Women's Academy of Excellence,Vocational.Program,0.00
3419,12X684,Wings Academy,Vocational.Program,0.00
3420,14K561,Williamsburg Preparatory School,Vocational.Program,0.00
3421,14K558,Williamsburg High School for Architecture and Desi,Vocational.Program,0.00
3422,84K355,Williamsburg Collegiate Charter School,Vocational.Program,0.00
3423,84K473,Williamsburg Charter High School,Vocational.Program,0.00
3424,21K620,William E. Grady Career and Technical Education Hi,Vocational.Program,0.00
3425,30Q445,William Cullen Bryant High School,Vocational.Program,0.00
3426,08X558,Westchester Square Academy,Vocational.Program,NA
3427,10X243,West Bronx Academy for the Future,Vocational.Program,0.00
3428,02M460,Washington Irving High School,Vocational.Program,0.00
3429,06M348,Washington Heights Expeditionary Learning School,Vocational.Program,0.00
3430,03M415,Wadleigh Secondary School for the Performing & Vis,Vocational.Program,0.00
3431,19K660,W. H. Maxwell Career and Technical Education High,Vocational.Program,0.00
3432,18K576,Victory Collegiate High School,Vocational.Program,0.00
3433,25Q240,Veritas Academy,Vocational.Program,NA
3434,02M449,Vanguard High School,Vocational.Program,0.00
3435,09X263,Validus Preparatory Academy: An Expeditionary Lear,Vocational.Program,0.00
3436,02M300,"Urban Assembly School of Design and Construction,",Vocational.Program,0.00
3437,02M316,"Urban Assembly School of Business for Young Women,",Vocational.Program,0.00
3438,12X372,Urban Assembly School for Wildlife Conservation,Vocational.Program,NA
3439,05M369,Urban Assembly School for the Performing Arts,Vocational.Program,0.00
3440,03M307,"Urban Assembly School for Media Studies, The",Vocational.Program,0.00
3441,20K609,Urban Assembly School for Criminal Justice,Vocational.Program,NA
3442,07X548,Urban Assembly School for Careers in Sports,Vocational.Program,0.00
3443,09X241,Urban Assembly School for Applied Math and Science,Vocational.Program,0.00
3444,02M551,Urban Assembly New York Harbor School,Vocational.Program,0.00
3445,02M282,Urban Assembly Maker Academy,Vocational.Program,NA
3446,13K527,Urban Assembly Institute of Math and Science for Y,Vocational.Program,0.00
3447,13K350,Urban Assembly High School of Music and Art,Vocational.Program,0.00
3448,02M507,Urban Assembly Gateway School for Technology,Vocational.Program,NA
3449,02M305,"Urban Assembly Academy of Government and Law, The",Vocational.Program,0.00
3450,18K642,Urban Action Academy,Vocational.Program,0.00
3451,84X393,University Prep Charter High School,Vocational.Program,0.00
3452,01M448,University Neighborhood High School,Vocational.Program,0.00
3453,07X495,University Heights Secondary School,Vocational.Program,0.00
3454,02M500,Unity Center for Urban Technologies,Vocational.Program,0.00
3455,02M533,Union Square Academy for Health Sciences,Vocational.Program,NA
3456,19K615,Transit Tech Career and Technical Education High S,Vocational.Program,0.01
3457,25Q525,Townsend Harris High School,Vocational.Program,0.00
3458,31R455,Tottenville High School,Vocational.Program,0.00
3459,05M670,Thurgood Marshall Academy for Learning and Social,Vocational.Program,0.00
3460,28Q620,Thomas A. Edison Career and Technical Education Hi,Vocational.Program,0.00
3461,10X225,Theatre Arts Production Company School,Vocational.Program,0.00
3462,13K483,The Urban Assembly School for Law and Justice,Vocational.Program,0.00
3463,03M402,The Urban Assembly School for Green Careers,Vocational.Program,0.00
3464,05M157,The Urban Assembly School for Global Commerce,Vocational.Program,NA
3465,02M135,The Urban Assembly School for Emergency Management,Vocational.Program,NA
3466,19K764,The Urban Assembly School for Collaborative Health,Vocational.Program,NA
3467,07X551,The Urban Assembly Bronx Academy of Letters,Vocational.Program,0.00
3468,84K359,The Uft Charter School,Vocational.Program,0.00
3469,19K683,"The School for Classics: An Academy of Thinkers, W",Vocational.Program,0.00
3470,84M279,The Opportunity Charter School,Vocational.Program,0.00
3471,31R080,The Michael J. Petrides School,Vocational.Program,0.00
3472,12X521,The Metropolitan Soundview High School,Vocational.Program,NA
3473,10X237,"The Marie Curie School for Medicine, Nursing, and",Vocational.Program,0.00
3474,02M600,The High School of Fashion Industries,Vocational.Program,0.00
3475,02M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,Vocational.Program,0.00
3476,17K528,The High School for Global Citizenship,Vocational.Program,0.00
3477,14K478,"The High School for Enterprise, Business and Techn",Vocational.Program,0.00
3478,03M403,The Global Learning Collaborative,Vocational.Program,0.00
3479,84X488,The Equality Charter School,Vocational.Program,NA
