,ID,SchoolName,Type,Number
805,10X437,Fordham High School for the Arts,CUNY.2.Year,0.29
806,02M288,Food and Finance High School,CUNY.2.Year,0.20
807,25Q263,Flushing International High School,CUNY.2.Year,0.41
808,25Q460,Flushing High School,CUNY.2.Year,0.28
809,03M485,Fiorello H. LaGuardia High School of Music & Art a,CUNY.2.Year,0.05
810,08X519,Felisa Rincon de Gautier Institute for Law and Pub,CUNY.2.Year,0.15
811,19K502,FDNY High School for Fire and Life Safety,CUNY.2.Year,0.20
812,12X682,Fannie Lou Hamer Freedom High School,CUNY.2.Year,0.22
813,02M303,"Facing History School, The",CUNY.2.Year,0.22
814,12X251,Explorations Academy,CUNY.2.Year,0.24
815,21K572,Expeditionary Learning School for Community Leader,CUNY.2.Year,0.29
816,09X250,Eximius College Preparatory Academy: A College Boa,CUNY.2.Year,0.22
817,29Q265,Excelsior Preparatory High School,CUNY.2.Year,0.33
818,84K593,Excellence Boys Charter School,CUNY.2.Year,NA
819,02M294,Essex Street Academy,CUNY.2.Year,0.14
820,04M372,ESPERANZA PREPARATORY ACADEMY,CUNY.2.Year,NA
821,27Q314,Epic High School - South,CUNY.2.Year,NA
822,27Q334,Epic High School - North,CUNY.2.Year,NA
823,30Q258,Energy Tech High School,CUNY.2.Year,NA
824,02M416,Eleanor Roosevelt High School,CUNY.2.Year,0.02
825,14K685,El Puente Academy for Peace and Justice,CUNY.2.Year,0.33
826,21K525,Edward R. Murrow High School,CUNY.2.Year,0.14
827,32K545,EBC High School for Public Service - Bushwick,CUNY.2.Year,0.33
828,25Q281,East-West School of International Studies,CUNY.2.Year,0.13
829,01M450,East Side Community School,CUNY.2.Year,0.06
830,19K409,East New York Family Academy,CUNY.2.Year,0.15
831,12X271,East Bronx Academy for the Future,CUNY.2.Year,0.19
832,29Q327,Eagle Academy for Young Men III,CUNY.2.Year,NA
833,23K644,Eagle Academy for Young Men II,CUNY.2.Year,NA
834,09X231,Eagle Academy for Young Men,CUNY.2.Year,0.11
835,09X329,DreamYard Preparatory School,CUNY.2.Year,0.05
836,13K265,Dr. Susan S. McKinney Secondary School of the Arts,CUNY.2.Year,0.16
837,84X482,Dr. Richard Izquierdo Health and Science Charter S,CUNY.2.Year,NA
838,10X549,Discovery High School,CUNY.2.Year,0.23
839,10X440,DeWitt Clinton High School,CUNY.2.Year,0.18
840,84M481,Democracy Prep Harlem Charter School,CUNY.2.Year,NA
841,84M350,Democracy Prep Charter School,CUNY.2.Year,0.00
842,19K659,Cypress Hills Collegiate Preparatory School,CUNY.2.Year,0.24
843,31R450,Curtis High School,CUNY.2.Year,0.06
844,18K629,Cultural Academy for the Arts and Sciences,CUNY.2.Year,0.16
845,31R047,CSI High School for International Studies,CUNY.2.Year,0.03
846,10X524,Crotona International High School,CUNY.2.Year,NA
847,84K744,Coney Island Preparatory Public Charter School,CUNY.2.Year,NA
848,09X327,Comprehensive Model School Project M.S. 327,CUNY.2.Year,NA
849,07X427,Community School for Social Justice,CUNY.2.Year,0.33
850,06M346,Community Health Academy of the Heights,CUNY.2.Year,0.31
851,05M362,Columbia Secondary School,CUNY.2.Year,NA
852,11X288,Collegiate Institute for Math and Science,CUNY.2.Year,0.14
853,15K519,Cobble Hill School of American Studies,CUNY.2.Year,0.14
854,04M409,Coalition School for Social Change,CUNY.2.Year,0.11
855,09X564,Claremont International HS,CUNY.2.Year,NA
856,17K600,Clara Barton High School,CUNY.2.Year,0.18
857,24Q293,Civic Leadership Academy,CUNY.2.Year,0.30
858,13K674,"City Polytechnic High School of Engineering, Archi",CUNY.2.Year,0.02
859,06M293,City College Academy of the Arts,CUNY.2.Year,0.05
860,05M469,Choir Academy of Harlem,CUNY.2.Year,0.10
861,02M615,Chelsea Career and Technical Education High School,CUNY.2.Year,0.19
862,27Q262,Channel View School for Research,CUNY.2.Year,0.27
863,04M555,Central Park East High School,CUNY.2.Year,0.33
864,10X442,"Celia Cruz Bronx High School of Music, The",CUNY.2.Year,0.17
865,29Q326,Cambria Heights Academy,CUNY.2.Year,NA
866,29Q496,"Business, Computer Applications & Entrepreneurship",CUNY.2.Year,0.15
867,26Q315,Business Technology Early College High School,CUNY.2.Year,NA
868,02M393,BUSINESS OF SPORTS SCHOOL,CUNY.2.Year,0.21
869,32K549,Bushwick School for Social Justice,CUNY.2.Year,0.24
870,32K556,Bushwick Leaders High School for Academic Excellen,CUNY.2.Year,0.21
871,84K710,Brownsville Collegiate Charter School,CUNY.2.Year,NA
872,18K567,Brooklyn Theatre Arts High School,CUNY.2.Year,0.19
873,13K430,Brooklyn Technical High School,CUNY.2.Year,0.03
874,21K690,Brooklyn Studio Secondary School,CUNY.2.Year,0.32
875,15K448,Brooklyn Secondary School for Collaborative Studie,CUNY.2.Year,0.13
876,17K548,Brooklyn School for Music & Theatre,CUNY.2.Year,0.14
877,15K429,Brooklyn School for Global Studies,CUNY.2.Year,0.08
878,84K707,Brooklyn Prospect Charter School,CUNY.2.Year,NA
879,14K488,Brooklyn Preparatory High School,CUNY.2.Year,0.14
880,14K449,"Brooklyn Latin School, The",CUNY.2.Year,0.02
881,19K639,Brooklyn Lab School,CUNY.2.Year,0.19
882,13K439,Brooklyn International High School,CUNY.2.Year,0.32
883,17K745,Brooklyn Institute for Liberal Arts,CUNY.2.Year,NA
884,15K656,Brooklyn High School of the Arts,CUNY.2.Year,0.19
885,16K498,Brooklyn High School for Law and Technology,CUNY.2.Year,0.16
886,18K566,Brooklyn Generation School,CUNY.2.Year,0.14
887,84K780,Brooklyn East Collegiate Charter School,CUNY.2.Year,NA
888,13K412,"Brooklyn Community High School of Communication, A",CUNY.2.Year,0.19
889,23K493,Brooklyn Collegiate: A College Board School,CUNY.2.Year,0.14
890,22K555,Brooklyn College Academy,CUNY.2.Year,0.12
891,17K547,Brooklyn Academy of Science and the Environment,CUNY.2.Year,0.12
892,11X508,Bronxdale High School,CUNY.2.Year,NA
893,10X546,Bronx Theatre High School,CUNY.2.Year,0.16
894,08X269,Bronx Studio School for Writers and Artists,CUNY.2.Year,0.15
895,10X284,Bronx School of Law and Finance,CUNY.2.Year,0.21
896,09X505,"Bronx School for Law, Government and Justice",CUNY.2.Year,0.15
897,08X349,Bronx River High School,CUNY.2.Year,NA
898,84X703,Bronx Preparatory Charter School,CUNY.2.Year,0.14
899,84X185,Bronx Lighthouse Charter School,CUNY.2.Year,NA
900,07X527,Bronx Leadership Academy II High School,CUNY.2.Year,0.32
901,09X525,Bronx Leadership Academy High School,CUNY.2.Year,0.16
902,12X267,Bronx Latin,CUNY.2.Year,0.26
903,11X265,Bronx Lab School,CUNY.2.Year,0.16
904,09X403,Bronx International High School,CUNY.2.Year,0.28
905,10X445,Bronx High School of Science,CUNY.2.Year,0.01
906,09X412,Bronx High School of Business,CUNY.2.Year,0.25
907,11X253,Bronx High School for Writing and Communication Ar,CUNY.2.Year,0.13
908,11X418,Bronx High School for the Visual Arts,CUNY.2.Year,0.28
909,09X413,Bronx High School for Medical Science,CUNY.2.Year,0.18
910,10X439,Bronx High School for Law and Community Service,CUNY.2.Year,0.30
911,11X249,Bronx Health Sciences High School,CUNY.2.Year,0.19
912,08X452,Bronx Guild,CUNY.2.Year,0.21
913,12X511,Bronx Envision Academy,CUNY.2.Year,NA
914,10X213,Bronx Engineering and Technology Academy,CUNY.2.Year,0.30
915,09X324,Bronx Early College Academy for Teaching & Learnin,CUNY.2.Year,0.13
916,07X522,Bronx Design and Construction Academy,CUNY.2.Year,NA
917,08X561,Bronx Compass High School,CUNY.2.Year,NA
918,09X227,Bronx Collegiate Academy,CUNY.2.Year,0.14
919,10X351,Bronx Collaborative High School,CUNY.2.Year,NA
920,09X260,Bronx Center for Science and Mathematics,CUNY.2.Year,0.23
921,12X479,Bronx Career and College Preparatory High School,CUNY.2.Year,0.22
922,08X432,BRONX BRIDGES HIGH SCHOOL,CUNY.2.Year,NA
923,11X545,Bronx Aerospace High School,CUNY.2.Year,0.22
924,11X290,Bronx Academy of Health Careers,CUNY.2.Year,0.23
925,10X264,Bronx Academy for Software Engineering (BASE),CUNY.2.Year,NA
926,05M685,Bread & Roses Integrated Arts High School,CUNY.2.Year,0.12
927,16K455,Boys and Girls High School,CUNY.2.Year,0.10
928,26Q415,Benjamin N. Cardozo High School,CUNY.2.Year,0.19
929,29Q313,Benjamin Franklin High School for Finance & Inform,CUNY.2.Year,NA
930,13K670,Benjamin Banneker Academy,CUNY.2.Year,0.09
931,10X434,Belmont Preparatory High School,CUNY.2.Year,0.18
932,84K648,Bedford Stuyvesant Collegiate -Uncommon Collegiate,CUNY.2.Year,NA
933,13K595,Bedford Academy High School,CUNY.2.Year,0.12
934,03M479,Beacon High School,CUNY.2.Year,0.02
935,26Q495,Bayside High School,CUNY.2.Year,0.20
936,02M411,Baruch College Campus High School,CUNY.2.Year,0.04
937,24Q299,Bard High School Early College Queens,CUNY.2.Year,0.04
938,01M696,Bard High School Early College,CUNY.2.Year,0.01
939,08X530,Banana Kelly High School,CUNY.2.Year,0.13
940,30Q580,Baccalaureate School for Global Education,CUNY.2.Year,0.02
941,24Q610,Aviation Career & Technical Education High School,CUNY.2.Year,0.25
942,14K610,Automotive High School,CUNY.2.Year,0.11
943,27Q400,August Martin High School,CUNY.2.Year,0.10
944,11X299,Astor Collegiate Academy,CUNY.2.Year,0.17
945,18K589,Arts & Media Preparatory Academy,CUNY.2.Year,0.18
946,02M630,Art and Design High School,CUNY.2.Year,0.20
947,08X367,"Archimedes Academy for Math, Science and Technolog",CUNY.2.Year,NA
948,08X376,Antonia Pantoja Preparatory Academy: A College Boa,CUNY.2.Year,NA
949,32K554,All City Leadership Secondary School,CUNY.2.Year,0.29
950,07X600,Alfred E. Smith Career and Technical Education Hig,CUNY.2.Year,0.14
951,13K499,ACORN Community High School,CUNY.2.Year,0.19
952,84K508,Achievement First Endeavor Charter School,CUNY.2.Year,NA
953,84K358,Achievement First East New York Charter School,CUNY.2.Year,NA
954,84K356,Achievement First Crown Heights Charter School,CUNY.2.Year,0.00
955,84K538,Achievement First Bushwick Charter School,CUNY.2.Year,NA
956,32K552,Academy of Urban Planning,CUNY.2.Year,0.21
957,27Q309,Academy of Medical Technology: A College Board Sch,CUNY.2.Year,0.08
958,19K618,Academy of Innovative Technology,CUNY.2.Year,0.26
959,17K408,Academy of Hospitality and Tourism,CUNY.2.Year,0.06
960,24Q264,Academy of Finance and  Enterprise,CUNY.2.Year,0.19
961,30Q575,Academy of American Studies,CUNY.2.Year,0.24
962,19K404,Academy for Young Writers,CUNY.2.Year,0.06
963,02M546,Academy for Software Engineering,CUNY.2.Year,NA
964,05M367,Academy for Social Action: A College Board School,CUNY.2.Year,0.06
965,11X270,Academy for Scholarship and Entrepreneurship: A Co,CUNY.2.Year,0.28
966,09X365,Academy for Language and Technology,CUNY.2.Year,0.20
967,17K751,Academy for Health Careers,CUNY.2.Year,NA
968,32K403,Academy for Environmental Leadership,CUNY.2.Year,0.18
969,18K637,Academy for Conservation and the Environment,CUNY.2.Year,0.18
970,17K382,Academy for College Preparation and Career Explora,CUNY.2.Year,0.10
971,30Q301,Academy for Careers in Television and Film,CUNY.2.Year,0.23
972,21K410,Abraham Lincoln High School,CUNY.2.Year,0.23
973,06M540,A. Philip Randolph Campus High School,CUNY.2.Year,0.22
974,02M047,47 The American Sign Language and English Secondar,CUNY.2.Year,0.18
975,28Q896,"Young Women's Leadership School, Queens",CUNY.4.Year,0.40
976,30Q286,"Young Women's Leadership School, Astoria",CUNY.4.Year,0.09
977,14K614,Young Women's Leadership School of Brooklyn,CUNY.4.Year,NA
978,04M610,Young Women's Leadership School,CUNY.4.Year,0.16
979,28Q284,York Early College Academy,CUNY.4.Year,0.68
980,10X353,World View High School,CUNY.4.Year,NA
981,25Q285,World Journalism Preparatory: A College Board Scho,CUNY.4.Year,0.21
982,19K510,World Academy for Total Community Health High Scho,CUNY.4.Year,0.24
983,08X282,Women's Academy of Excellence,CUNY.4.Year,0.14
984,12X684,Wings Academy,CUNY.4.Year,0.16
985,14K561,Williamsburg Preparatory School,CUNY.4.Year,0.21
986,14K558,Williamsburg High School for Architecture and Desi,CUNY.4.Year,0.28
987,84K355,Williamsburg Collegiate Charter School,CUNY.4.Year,0.19
988,84K473,Williamsburg Charter High School,CUNY.4.Year,0.13
989,21K620,William E. Grady Career and Technical Education Hi,CUNY.4.Year,0.09
990,30Q445,William Cullen Bryant High School,CUNY.4.Year,0.20
991,08X558,Westchester Square Academy,CUNY.4.Year,NA
992,10X243,West Bronx Academy for the Future,CUNY.4.Year,0.11
993,02M460,Washington Irving High School,CUNY.4.Year,0.14
994,06M348,Washington Heights Expeditionary Learning School,CUNY.4.Year,0.20
995,03M415,Wadleigh Secondary School for the Performing & Vis,CUNY.4.Year,0.02
996,19K660,W. H. Maxwell Career and Technical Education High,CUNY.4.Year,0.14
997,18K576,Victory Collegiate High School,CUNY.4.Year,0.23
998,25Q240,Veritas Academy,CUNY.4.Year,NA
999,02M449,Vanguard High School,CUNY.4.Year,0.12
1000,09X263,Validus Preparatory Academy: An Expeditionary Lear,CUNY.4.Year,0.10
1001,02M300,"Urban Assembly School of Design and Construction,",CUNY.4.Year,0.18
1002,02M316,"Urban Assembly School of Business for Young Women,",CUNY.4.Year,0.06
1003,12X372,Urban Assembly School for Wildlife Conservation,CUNY.4.Year,NA
1004,05M369,Urban Assembly School for the Performing Arts,CUNY.4.Year,0.08
1005,03M307,"Urban Assembly School for Media Studies, The",CUNY.4.Year,0.16
1006,20K609,Urban Assembly School for Criminal Justice,CUNY.4.Year,NA
1007,07X548,Urban Assembly School for Careers in Sports,CUNY.4.Year,0.06
1008,09X241,Urban Assembly School for Applied Math and Science,CUNY.4.Year,0.27
1009,02M551,Urban Assembly New York Harbor School,CUNY.4.Year,0.16
1010,02M282,Urban Assembly Maker Academy,CUNY.4.Year,NA
1011,13K527,Urban Assembly Institute of Math and Science for Y,CUNY.4.Year,0.24
1012,13K350,Urban Assembly High School of Music and Art,CUNY.4.Year,0.07
1013,02M507,Urban Assembly Gateway School for Technology,CUNY.4.Year,NA
1014,02M305,"Urban Assembly Academy of Government and Law, The",CUNY.4.Year,0.11
1015,18K642,Urban Action Academy,CUNY.4.Year,0.16
1016,84X393,University Prep Charter High School,CUNY.4.Year,0.25
1017,01M448,University Neighborhood High School,CUNY.4.Year,0.26
1018,07X495,University Heights Secondary School,CUNY.4.Year,0.13
1019,02M500,Unity Center for Urban Technologies,CUNY.4.Year,0.11
1020,02M533,Union Square Academy for Health Sciences,CUNY.4.Year,NA
1021,19K615,Transit Tech Career and Technical Education High S,CUNY.4.Year,0.19
1022,25Q525,Townsend Harris High School,CUNY.4.Year,0.35
1023,31R455,Tottenville High School,CUNY.4.Year,0.39
1024,05M670,Thurgood Marshall Academy for Learning and Social,CUNY.4.Year,0.24
1025,28Q620,Thomas A. Edison Career and Technical Education Hi,CUNY.4.Year,0.34
1026,10X225,Theatre Arts Production Company School,CUNY.4.Year,0.28
1027,13K483,The Urban Assembly School for Law and Justice,CUNY.4.Year,0.29
1028,03M402,The Urban Assembly School for Green Careers,CUNY.4.Year,0.09
1029,05M157,The Urban Assembly School for Global Commerce,CUNY.4.Year,NA
1030,02M135,The Urban Assembly School for Emergency Management,CUNY.4.Year,NA
1031,19K764,The Urban Assembly School for Collaborative Health,CUNY.4.Year,NA
1032,07X551,The Urban Assembly Bronx Academy of Letters,CUNY.4.Year,0.13
1033,84K359,The Uft Charter School,CUNY.4.Year,0.25
1034,19K683,"The School for Classics: An Academy of Thinkers, W",CUNY.4.Year,0.09
1035,84M279,The Opportunity Charter School,CUNY.4.Year,0.02
1036,31R080,The Michael J. Petrides School,CUNY.4.Year,0.45
1037,12X521,The Metropolitan Soundview High School,CUNY.4.Year,NA
1038,10X237,"The Marie Curie School for Medicine, Nursing, and",CUNY.4.Year,0.16
1039,02M600,The High School of Fashion Industries,CUNY.4.Year,0.20
1040,02M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,CUNY.4.Year,0.22
1041,17K528,The High School for Global Citizenship,CUNY.4.Year,0.20
1042,14K478,"The High School for Enterprise, Business and Techn",CUNY.4.Year,0.22
1043,03M403,The Global Learning Collaborative,CUNY.4.Year,0.11
1044,84X488,The Equality Charter School,CUNY.4.Year,NA
1045,06M462,The College Academy,CUNY.4.Year,0.11
1046,12X478,THE CINEMA SCHOOL,CUNY.4.Year,0.33
1047,32K168,The Brooklyn School for Math and Research,CUNY.4.Year,NA
1048,16K688,The Brooklyn Academy of Global Finance,CUNY.4.Year,0.04
1049,11X514,The Bronxwood Preparatory Academy,CUNY.4.Year,0.09
1050,23K697,Teachers Preparatory High School,CUNY.4.Year,0.29
1051,02M519,Talent Unlimited High School,CUNY.4.Year,0.20
1052,31R460,Susan E. Wagner High School,CUNY.4.Year,0.42
1053,15K667,Sunset Park High School,CUNY.4.Year,0.27
1054,84K730,Summit Academy Charter School,CUNY.4.Year,NA
1055,02M475,Stuyvesant High School,CUNY.4.Year,0.15
1056,02M139,Stephen T. Mather Building Arts & Craftsmanship Hi,CUNY.4.Year,NA
1057,31R605,Staten Island Technical High School,CUNY.4.Year,0.23
1058,03M859,Special Music School,CUNY.4.Year,NA
1059,07X221,South Bronx Preparatory: A College Board School,CUNY.4.Year,0.17
1060,22K495,Sheepshead Bay High School,CUNY.4.Year,0.13
1061,15K462,Secondary School for Law,CUNY.4.Year,0.32
1062,15K463,Secondary School for Journalism,CUNY.4.Year,0.16
1063,17K543,"Science, Technology and Research Early College Hig",CUNY.4.Year,0.65
1064,13K419,"Science Skills Center High School for Science, Tec",CUNY.4.Year,0.21
1065,08X348,Schuylerville Preparatory High School,CUNY.4.Year,NA
1066,02M413,School of the Future High School,CUNY.4.Year,0.22
1067,08X559,School for Tourism and Hospitality,CUNY.4.Year,NA
1068,14K477,School for Legal Studies,CUNY.4.Year,0.13
1069,15K497,School for International Studies,CUNY.4.Year,0.25
1070,17K531,"School for Human Rights, The",CUNY.4.Year,0.18
1071,09X404,School for Excellence,CUNY.4.Year,0.02
1072,17K533,School for Democracy and  Leadership,CUNY.4.Year,0.19
1073,27Q323,Scholars' Academy,CUNY.4.Year,0.23
1074,07X655,Samuel Gompers Career and Technical Education High,CUNY.4.Year,0.05
1075,27Q324,Rockaway Park High School for Environmental Sustai,CUNY.4.Year,NA
1076,27Q351,Rockaway Collegiate High School,CUNY.4.Year,NA
1077,27Q308,Robert H. Goddard High School of Communication Art,CUNY.4.Year,0.29
1078,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",CUNY.4.Year,0.28
1079,25Q670,Robert F. Kennedy Community High School,CUNY.4.Year,0.13
1080,10X141,Riverdale / Kingsbridge Academy (Middle School / H,CUNY.4.Year,0.17
1081,27Q475,Richmond Hill High School,CUNY.4.Year,0.20
1082,02M580,Richard R. Green High School of Teaching,CUNY.4.Year,0.20
1083,02M531,Repertory Company High School for Theatre Arts,CUNY.4.Year,0.29
1084,08X293,Renaissance High School for Musical Theater & Tech,CUNY.4.Year,0.05
1085,84Q705,Renaissance Charter School,CUNY.4.Year,0.26
1086,84M433,Renaissance Charter High School for Innovation,CUNY.4.Year,NA
1087,31R600,Ralph R. McKee Career and Technical Education High,CUNY.4.Year,0.26
1088,21K344,Rachel Carson High School for Coastal Studies,CUNY.4.Year,0.25
1089,02M422,Quest to Learn,CUNY.4.Year,NA
1090,24Q600,Queens Vocational and Technical High School,CUNY.4.Year,0.21
1091,25Q252,"Queens School of Inquiry, The",CUNY.4.Year,0.45
1092,29Q248,Queens Preparatory Academy,CUNY.4.Year,0.06
1093,28Q686,QUEENS METROPOLITAN HIGH SCHOOL,CUNY.4.Year,NA
1094,26Q566,"Queens High School of Teaching, Liberal Arts and t",CUNY.4.Year,0.15
1095,28Q687,Queens High School for the Sciences at York Colleg,CUNY.4.Year,0.30
1096,25Q241,Queens High School for Language Studies,CUNY.4.Year,NA
1097,27Q302,"Queens High School for Information, Research, and",CUNY.4.Year,0.12
1098,28Q680,Queens Gateway to Health Sciences Secondary School,CUNY.4.Year,0.41
1099,28Q310,Queens Collegiate: A College Board School,CUNY.4.Year,0.22
1100,14K474,PROGRESS High School for Professional Careers,CUNY.4.Year,0.09
1101,02M408,Professional Performing Arts High School,CUNY.4.Year,0.08
1102,29Q283,Preparatory Academy for Writers: A College Board S,CUNY.4.Year,0.16
1103,31R445,Port Richmond High School,CUNY.4.Year,0.26
1104,19K507,Performing Arts and Technology High School,CUNY.4.Year,0.11
1105,11X542,Pelham Preparatory Academy,CUNY.4.Year,0.25
1106,08X320,Pelham Lab High School,CUNY.4.Year,NA
1107,12X278,Peace and Diversity Academy,CUNY.4.Year,0.07
1108,17K122,Pathways in Technology Early College High School (,CUNY.4.Year,NA
1109,29Q259,Pathways College Preparatory School: A College Boa,CUNY.4.Year,0.06
1110,15K464,Park Slope Collegiate,CUNY.4.Year,0.20
1111,04M495,Park East High School,CUNY.4.Year,0.16
1112,12X388,Pan American International High School at Monroe,CUNY.4.Year,0.10
1113,24Q296,Pan American International High School,CUNY.4.Year,0.03
1114,02M298,Pace High School,CUNY.4.Year,0.20
1115,08X305,Pablo Neruda Academy,CUNY.4.Year,0.01
1116,22K611,Origins High School,CUNY.4.Year,NA
1117,84K777,Ocean Hill Collegiate Charter School,CUNY.4.Year,NA
1118,02M376,NYC iSchool,CUNY.4.Year,0.30
1119,84X395,"NYC Charter High School for Architecture, Engineer",CUNY.4.Year,0.05
1120,84K693,Northside Charter High School,CUNY.4.Year,0.16
1121,24Q455,Newtown High School,CUNY.4.Year,0.13
1122,30Q555,Newcomers High School,CUNY.4.Year,0.18
1123,11X513,New World High School,CUNY.4.Year,0.24
1124,84X553,New Visions Charter High School for the Humanities,CUNY.4.Year,NA
1125,84X539,New Visions Charter High School for Advanced Math,CUNY.4.Year,NA
1126,20K445,New Utrecht High School,CUNY.4.Year,0.28
1127,84M353,New Heights Academy Charter School,CUNY.4.Year,0.16
1128,07X547,New Explorers High School,CUNY.4.Year,0.04
1129,01M539,"New Explorations into Science, Technology and Math",CUNY.4.Year,0.27
1130,31R440,New Dorp High School,CUNY.4.Year,0.40
1131,02M543,New Design High School,CUNY.4.Year,0.11
1132,16K765,Nelson Mandela High School,CUNY.4.Year,NA
1133,02M414,N.Y.C. Museum School,CUNY.4.Year,0.30
1134,02M412,N.Y.C. Lab School for Collaborative Studies,CUNY.4.Year,0.11
1135,02M520,Murry Bergtraum High School for Business Careers,CUNY.4.Year,0.16
1136,19K583,Multicultural High School,CUNY.4.Year,0.03
1137,07X473,Mott Haven Village Preparatory High School,CUNY.4.Year,0.03
1138,12X242,Mott Hall V,CUNY.4.Year,NA
1139,05M304,Mott Hall High School,CUNY.4.Year,0.08
1140,09X252,Mott Hall Bronx High School,CUNY.4.Year,0.15
1141,09X297,Morris Academy for Collaborative Studies,CUNY.4.Year,0.03
1142,12X692,Monroe Academy for Visual Arts & Design,CUNY.4.Year,0.03
1143,02M418,Millennium High School,CUNY.4.Year,0.26
1144,15K684,Millennium Brooklyn HS,CUNY.4.Year,NA
1145,08X312,Millennium Art Academy,CUNY.4.Year,0.07
1146,22K405,Midwood High School,CUNY.4.Year,0.37
1147,24Q520,Middle College High School at LaGuardia Community,CUNY.4.Year,0.08
1148,12X248,"Metropolitan High School, The",CUNY.4.Year,0.15
1149,28Q167,Metropolitan Expeditionary Learning School,CUNY.4.Year,NA
1150,17K590,Medgar Evers College Preparatory School,CUNY.4.Year,0.25
1151,29Q492,"Mathematics, Science Research and Technology Magne",CUNY.4.Year,0.17
1152,84K733,"Math, Engineering, and Science Academy Charter Hig",CUNY.4.Year,NA
1153,24Q585,Maspeth High School,CUNY.4.Year,NA
1154,26Q435,Martin Van Buren High School,CUNY.4.Year,0.11
1155,01M509,Marta Valle High School,CUNY.4.Year,0.08
1156,10X477,Marble Hill High School for International Studies,CUNY.4.Year,0.26
1157,02M439,Manhattan Village Academy,CUNY.4.Year,0.35
1158,03M283,Manhattan Theatre Lab High School,CUNY.4.Year,0.13
1159,02M459,Manhattan International High School,CUNY.4.Year,0.24
1160,02M280,Manhattan Early College School for Advertising,CUNY.4.Year,NA
1161,04M435,Manhattan Center for Science and Mathematics,CUNY.4.Year,0.32
1162,02M392,MANHATTAN BUSINESS ACADEMY,CUNY.4.Year,0.15
1163,02M542,Manhattan Bridges High School,CUNY.4.Year,0.28
1164,02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,CUNY.4.Year,NA
1165,03M541,Manhattan / Hunter Science High School,CUNY.4.Year,0.44
1166,07X223,M.S. 223 The Laboratory School of Finance and Tech,CUNY.4.Year,NA
1167,14K586,Lyons Community School,CUNY.4.Year,0.12
1168,02M308,Lower Manhattan Arts Academy,CUNY.4.Year,0.19
1169,30Q450,Long Island City High School,CUNY.4.Year,0.18
1170,02M655,Life Sciences Secondary School,CUNY.4.Year,0.12
1171,21K559,Life Academy High School for Film and Music,CUNY.4.Year,0.09
1172,22K535,Leon M. Goldstein High School for the Sciences,CUNY.4.Year,0.47
1173,02M429,Legacy School for Integrated Studies,CUNY.4.Year,0.08
1174,09X276,Leadership Institute,CUNY.4.Year,0.06
1175,02M425,Leadership and Public Service High School,CUNY.4.Year,0.16
1176,29Q494,"Law, Government and Community Service High School",CUNY.4.Year,0.08
1177,02M419,Landmark High School,CUNY.4.Year,0.05
1178,18K569,Kurt Hahn Expeditionary Learning School,CUNY.4.Year,0.12
1179,10X374,Knowledge and Power Preparatory Academy Internatio,CUNY.4.Year,0.17
1180,84M726,KIPP STAR College Prep Charter School,CUNY.4.Year,0.17
1181,84M336,KIPP Infinity Charter School,CUNY.4.Year,0.10
1182,84K357,KIPP AMP Charter School,CUNY.4.Year,0.05
1183,84X704,KIPP Academy Charter School,CUNY.4.Year,0.09
1184,10X268,Kingsbridge International High School,CUNY.4.Year,0.12
1185,21K468,Kingsborough Early College School,CUNY.4.Year,0.52
1186,84K608,Kings Collegiate Charter School,CUNY.4.Year,NA
1187,15K592,Khalil Gibran International Academy,CUNY.4.Year,NA
1188,14K071,Juan Morel Campos Secondary School,CUNY.4.Year,0.23
1189,09X414,Jonathan Levin High School for Media and Communica,CUNY.4.Year,0.04
1190,84R067,John W. Lavelle Preparatory Charter School,CUNY.4.Year,NA
1191,21K540,John Dewey High School,CUNY.4.Year,0.28
1192,25Q425,John Bowne High School,CUNY.4.Year,0.19
1193,27Q480,John Adams High School,CUNY.4.Year,0.17
1194,08X650,Jane Addams High School for Academic Careers,CUNY.4.Year,0.07
1195,22K425,James Madison High School,CUNY.4.Year,0.32
1196,28Q350,Jamaica Gateway to the Sciences,CUNY.4.Year,0.40
1197,02M529,Jacqueline Kennedy Onassis High School,CUNY.4.Year,0.11
1198,28Q157,J.H.S. 157 Stephen A. Halsey,CUNY.4.Year,NA
1199,18K563,It Takes a Village Academy,CUNY.4.Year,0.37
1200,06M211,Inwood Early College for Health and Information Te,CUNY.4.Year,NA
1201,10X342,International School for Liberal Arts,CUNY.4.Year,0.09
1202,84X347,International Leadership Charter High School,CUNY.4.Year,0.14
1203,24Q236,International High School for Health Sciences,CUNY.4.Year,NA
1204,02M438,International High School at Union Square,CUNY.4.Year,NA
1205,17K524,International High School at Prospect Heights,CUNY.4.Year,0.12
1206,24Q530,International High School at LaGuardia Community C,CUNY.4.Year,0.21
1207,21K337,International High School at Lafayette,CUNY.4.Year,0.13
1208,07X334,International Community High School,CUNY.4.Year,0.06
1209,17K544,International Arts Business School,CUNY.4.Year,0.11
1210,10X368,In-Tech Academy (M.S. / High School 368),CUNY.4.Year,0.15
1211,29Q243,Institute for Health Professions at Cambria Height,CUNY.4.Year,NA
1212,02M407,Institute for Collaborative Education,CUNY.4.Year,0.07
